iter 1250, lr: 0.2, attr_lr: 0, batch_loss: 0.63240712240793, train_err: 0.203125, grad_norm: 0.00018351626588241
Snapshotting A_model... done
iter 2101, lr: 0.2, attr_lr: 0, batch_loss: 0.62486361450533, train_err: 0.19140625, grad_norm: 0.0001446148260667
iter 2102, lr: 0.2, attr_lr: 0, batch_loss: 0.62980553582269, train_err: 0.1796875, grad_norm: 9.9181519933932e-05
iter 2103, lr: 0.2, attr_lr: 0, batch_loss: 0.62786915957782, train_err: 0.19921875, grad_norm: 0.00010334744081186
iter 2104, lr: 0.2, attr_lr: 0, batch_loss: 0.6285222145117, train_err: 0.181640625, grad_norm: 0.00010665738803429
iter 2105, lr: 0.2, attr_lr: 0, batch_loss: 0.633950223608, train_err: 0.21875, grad_norm: 0.00010920180280499
iter 2106, lr: 0.2, attr_lr: 0, batch_loss: 0.62837976753293, train_err: 0.201171875, grad_norm: 0.00011505015547039
iter 2107, lr: 0.2, attr_lr: 0, batch_loss: 0.62854574788567, train_err: 0.1796875, grad_norm: 0.00012054594528008
iter 2108, lr: 0.2, attr_lr: 0, batch_loss: 0.63068703561979, train_err: 0.197265625, grad_norm: 0.00011463460978596
iter 2109, lr: 0.2, attr_lr: 0, batch_loss: 0.63005044301438, train_err: 0.18359375, grad_norm: 0.00011502597045761
iter 2110, lr: 0.2, attr_lr: 0, batch_loss: 0.6334720405817, train_err: 0.19140625, grad_norm: 0.00010375953900592
iter 2111, lr: 0.2, attr_lr: 0, batch_loss: 0.62938607466157, train_err: 0.21875, grad_norm: 0.00011113428736688
iter 2112, lr: 0.2, attr_lr: 0, batch_loss: 0.62621854721406, train_err: 0.197265625, grad_norm: 0.00012695599111513
iter 2113, lr: 0.2, attr_lr: 0, batch_loss: 0.62699975844707, train_err: 0.201171875, grad_norm: 0.00011770675977089
iter 2114, lr: 0.2, attr_lr: 0, batch_loss: 0.63225725046057, train_err: 0.23046875, grad_norm: 0.00010407204889825
iter 2115, lr: 0.2, attr_lr: 0, batch_loss: 0.6285379265472, train_err: 0.208984375, grad_norm: 0.00010915321658111
iter 2116, lr: 0.2, attr_lr: 0, batch_loss: 0.6329540869569, train_err: 0.2109375, grad_norm: 0.0001189687512145
iter 2117, lr: 0.2, attr_lr: 0, batch_loss: 0.62779944925226, train_err: 0.205078125, grad_norm: 0.00011483686780975
iter 2118, lr: 0.2, attr_lr: 0, batch_loss: 0.63292559482103, train_err: 0.1953125, grad_norm: 0.00011803754788894
iter 2119, lr: 0.2, attr_lr: 0, batch_loss: 0.62597967662181, train_err: 0.16015625, grad_norm: 0.00010896632824924
iter 2120, lr: 0.2, attr_lr: 0, batch_loss: 0.63096371828813, train_err: 0.220703125, grad_norm: 0.00010484399867437
iter 2121, lr: 0.2, attr_lr: 0, batch_loss: 0.63697320038714, train_err: 0.2109375, grad_norm: 9.8349221341368e-05
iter 2122, lr: 0.2, attr_lr: 0, batch_loss: 0.62452928818588, train_err: 0.171875, grad_norm: 0.00012050354843822
iter 2123, lr: 0.2, attr_lr: 0, batch_loss: 0.62877692299426, train_err: 0.19140625, grad_norm: 0.00011825302271249
iter 2124, lr: 0.2, attr_lr: 0, batch_loss: 0.62649655224694, train_err: 0.1875, grad_norm: 0.00011378429108166
iter 2125, lr: 0.2, attr_lr: 0, batch_loss: 0.62936543554774, train_err: 0.20703125, grad_norm: 0.00011330763034156
iter 2126, lr: 0.2, attr_lr: 0, batch_loss: 0.63221616554287, train_err: 0.203125, grad_norm: 0.00011396255111571
iter 2127, lr: 0.2, attr_lr: 0, batch_loss: 0.63157425837664, train_err: 0.22265625, grad_norm: 0.00010974995464247
iter 2128, lr: 0.2, attr_lr: 0, batch_loss: 0.62623453169081, train_err: 0.177734375, grad_norm: 0.00011688945323222
iter 2129, lr: 0.2, attr_lr: 0, batch_loss: 0.62773184378333, train_err: 0.193359375, grad_norm: 0.00011926192552728
iter 2130, lr: 0.2, attr_lr: 0, batch_loss: 0.63262867075895, train_err: 0.228515625, grad_norm: 9.5123107637294e-05
iter 2131, lr: 0.2, attr_lr: 0, batch_loss: 0.62914041695153, train_err: 0.205078125, grad_norm: 0.00010923128902966
iter 2132, lr: 0.2, attr_lr: 0, batch_loss: 0.6262151217733, train_err: 0.212890625, grad_norm: 0.0001369323994663
iter 2133, lr: 0.2, attr_lr: 0, batch_loss: 0.62764247840154, train_err: 0.1796875, grad_norm: 0.00011926895066609
iter 2134, lr: 0.2, attr_lr: 0, batch_loss: 0.62950778483038, train_err: 0.1796875, grad_norm: 9.6721257678217e-05
iter 2135, lr: 0.2, attr_lr: 0, batch_loss: 0.63269914611904, train_err: 0.193359375, grad_norm: 9.4678360190661e-05
iter 2136, lr: 0.2, attr_lr: 0, batch_loss: 0.63172781110277, train_err: 0.189453125, grad_norm: 0.00010599756279219
iter 2137, lr: 0.2, attr_lr: 0, batch_loss: 0.6333511216825, train_err: 0.212890625, grad_norm: 9.5724976122409e-05
iter 2138, lr: 0.2, attr_lr: 0, batch_loss: 0.63185734756868, train_err: 0.1796875, grad_norm: 0.00010141567670129
iter 2139, lr: 0.2, attr_lr: 0, batch_loss: 0.63578613958493, train_err: 0.236328125, grad_norm: 0.00010288584216591
iter 2140, lr: 0.2, attr_lr: 0, batch_loss: 0.62800945683332, train_err: 0.201171875, grad_norm: 0.000118611546183
iter 2141, lr: 0.2, attr_lr: 0, batch_loss: 0.62805600441372, train_err: 0.1796875, grad_norm: 0.00011554595731344
iter 2142, lr: 0.2, attr_lr: 0, batch_loss: 0.63272828054581, train_err: 0.203125, grad_norm: 0.00010325021771906
iter 2143, lr: 0.2, attr_lr: 0, batch_loss: 0.63208091111231, train_err: 0.21484375, grad_norm: 9.9044901146661e-05
iter 2144, lr: 0.2, attr_lr: 0, batch_loss: 0.62932764552114, train_err: 0.205078125, grad_norm: 0.00011335831714028
iter 2145, lr: 0.2, attr_lr: 0, batch_loss: 0.62800648881136, train_err: 0.17578125, grad_norm: 0.0001131784858425
iter 2146, lr: 0.2, attr_lr: 0, batch_loss: 0.62856145949469, train_err: 0.18359375, grad_norm: 9.0835247048353e-05
iter 2147, lr: 0.2, attr_lr: 0, batch_loss: 0.62929021100848, train_err: 0.203125, grad_norm: 0.00010651843859955
iter 2148, lr: 0.2, attr_lr: 0, batch_loss: 0.63766950481658, train_err: 0.20703125, grad_norm: 7.5100298153559e-05
iter 2149, lr: 0.2, attr_lr: 0, batch_loss: 0.63396419378996, train_err: 0.224609375, grad_norm: 0.00011217927806243
iter 2150, lr: 0.2, attr_lr: 0, batch_loss: 0.62935125725433, train_err: 0.208984375, grad_norm: 0.00012174621048261
Testing... 
average test_loss = 0.62323355154786, average test_pred_err = 0.156
iter 2151, lr: 0.2, attr_lr: 0, batch_loss: 0.63216350847433, train_err: 0.18359375, grad_norm: 0.00010545658692775
iter 2152, lr: 0.2, attr_lr: 0, batch_loss: 0.62702649804015, train_err: 0.220703125, grad_norm: 0.00012836451228168
iter 2153, lr: 0.2, attr_lr: 0, batch_loss: 0.63161665639096, train_err: 0.212890625, grad_norm: 9.2260337611273e-05
iter 2154, lr: 0.2, attr_lr: 0, batch_loss: 0.63511136357628, train_err: 0.205078125, grad_norm: 0.00011352071964413
iter 2155, lr: 0.2, attr_lr: 0, batch_loss: 0.62557551883458, train_err: 0.166015625, grad_norm: 0.0001236159857911
iter 2156, lr: 0.2, attr_lr: 0, batch_loss: 0.63445382746939, train_err: 0.189453125, grad_norm: 7.5374393085049e-05
iter 2157, lr: 0.2, attr_lr: 0, batch_loss: 0.63981690645114, train_err: 0.255859375, grad_norm: 0.00011119829548819
iter 2158, lr: 0.2, attr_lr: 0, batch_loss: 0.63000219771993, train_err: 0.197265625, grad_norm: 9.5414739256444e-05
iter 2159, lr: 0.2, attr_lr: 0, batch_loss: 0.62829307978563, train_err: 0.20703125, grad_norm: 0.00011058863984861
iter 2160, lr: 0.2, attr_lr: 0, batch_loss: 0.62613708834055, train_err: 0.185546875, grad_norm: 0.00012377108659487
iter 2161, lr: 0.2, attr_lr: 0, batch_loss: 0.62860094386531, train_err: 0.173828125, grad_norm: 0.0001110809439695
iter 2162, lr: 0.2, attr_lr: 0, batch_loss: 0.63017336722829, train_err: 0.224609375, grad_norm: 0.00011102163275441
iter 2163, lr: 0.2, attr_lr: 0, batch_loss: 0.63800171848151, train_err: 0.220703125, grad_norm: 9.3265241765293e-05
iter 2164, lr: 0.2, attr_lr: 0, batch_loss: 0.63005459834175, train_err: 0.205078125, grad_norm: 0.00011646196109122
iter 2165, lr: 0.2, attr_lr: 0, batch_loss: 0.62755079508681, train_err: 0.181640625, grad_norm: 0.00011395188421497
iter 2166, lr: 0.2, attr_lr: 0, batch_loss: 0.63133742451158, train_err: 0.203125, grad_norm: 0.00011351098806611
iter 2167, lr: 0.2, attr_lr: 0, batch_loss: 0.63451606641841, train_err: 0.197265625, grad_norm: 0.00010553250196496
iter 2168, lr: 0.2, attr_lr: 0, batch_loss: 0.62376348829142, train_err: 0.177734375, grad_norm: 0.0001186392045494
iter 2169, lr: 0.2, attr_lr: 0, batch_loss: 0.6336680194419, train_err: 0.20703125, grad_norm: 0.00011228252945087
iter 2170, lr: 0.2, attr_lr: 0, batch_loss: 0.63730210957622, train_err: 0.234375, grad_norm: 9.5231024588251e-05
iter 2171, lr: 0.2, attr_lr: 0, batch_loss: 0.62883072655421, train_err: 0.197265625, grad_norm: 0.00010551704526884
iter 2172, lr: 0.2, attr_lr: 0, batch_loss: 0.62783051698179, train_err: 0.181640625, grad_norm: 0.00010872405396437
iter 2173, lr: 0.2, attr_lr: 0, batch_loss: 0.62730380165185, train_err: 0.166015625, grad_norm: 0.00011013933106901
iter 2174, lr: 0.2, attr_lr: 0, batch_loss: 0.62529621406301, train_err: 0.177734375, grad_norm: 0.00012412794837091
iter 2175, lr: 0.2, attr_lr: 0, batch_loss: 0.63428205144028, train_err: 0.21484375, grad_norm: 0.00011547849757207
iter 2176, lr: 0.2, attr_lr: 0, batch_loss: 0.62690006381276, train_err: 0.17578125, grad_norm: 0.00011620597398162
iter 2177, lr: 0.2, attr_lr: 0, batch_loss: 0.63023627111652, train_err: 0.19921875, grad_norm: 0.00010949599407089
iter 2178, lr: 0.2, attr_lr: 0, batch_loss: 0.6273423366764, train_err: 0.193359375, grad_norm: 0.00012580976839403
iter 2179, lr: 0.2, attr_lr: 0, batch_loss: 0.62208540029862, train_err: 0.20703125, grad_norm: 0.00013519869570378
iter 2180, lr: 0.2, attr_lr: 0, batch_loss: 0.62671765409028, train_err: 0.185546875, grad_norm: 0.00011616673175359
iter 2181, lr: 0.2, attr_lr: 0, batch_loss: 0.63488681510807, train_err: 0.216796875, grad_norm: 0.00010260088660285
iter 2182, lr: 0.2, attr_lr: 0, batch_loss: 0.62551311080091, train_err: 0.189453125, grad_norm: 0.00012340887436128
iter 2183, lr: 0.2, attr_lr: 0, batch_loss: 0.63147447915913, train_err: 0.22265625, grad_norm: 0.00011322970916258
iter 2184, lr: 0.2, attr_lr: 0, batch_loss: 0.63196016245814, train_err: 0.208984375, grad_norm: 0.00011316325960559
iter 2185, lr: 0.2, attr_lr: 0, batch_loss: 0.63208911760778, train_err: 0.18359375, grad_norm: 8.7839689213897e-05
iter 2186, lr: 0.2, attr_lr: 0, batch_loss: 0.6340747391144, train_err: 0.208984375, grad_norm: 0.00010411064661601
iter 2187, lr: 0.2, attr_lr: 0, batch_loss: 0.63455934711557, train_err: 0.203125, grad_norm: 9.5606592991737e-05
iter 2188, lr: 0.2, attr_lr: 0, batch_loss: 0.63052326650277, train_err: 0.201171875, grad_norm: 0.00010265892836449
iter 2189, lr: 0.2, attr_lr: 0, batch_loss: 0.63804725539933, train_err: 0.216796875, grad_norm: 9.0698390993363e-05
iter 2190, lr: 0.2, attr_lr: 0, batch_loss: 0.63541516230413, train_err: 0.19921875, grad_norm: 0.0001063631837925
iter 2191, lr: 0.2, attr_lr: 0, batch_loss: 0.63395500364883, train_err: 0.2265625, grad_norm: 8.8535413363076e-05
iter 2192, lr: 0.2, attr_lr: 0, batch_loss: 0.63571026174302, train_err: 0.19921875, grad_norm: 9.170213492885e-05
iter 2193, lr: 0.2, attr_lr: 0, batch_loss: 0.63151628337533, train_err: 0.2265625, grad_norm: 9.3834069971225e-05
iter 2194, lr: 0.2, attr_lr: 0, batch_loss: 0.62738195269356, train_err: 0.19140625, grad_norm: 0.00012258298144238
iter 2195, lr: 0.2, attr_lr: 0, batch_loss: 0.63000974186487, train_err: 0.21875, grad_norm: 0.00011423246822662
iter 2196, lr: 0.2, attr_lr: 0, batch_loss: 0.62455228447289, train_err: 0.181640625, grad_norm: 0.00012743395686004
iter 2197, lr: 0.2, attr_lr: 0, batch_loss: 0.6293112163826, train_err: 0.208984375, grad_norm: 0.00011574417553047
iter 2198, lr: 0.2, attr_lr: 0, batch_loss: 0.63813439809306, train_err: 0.208984375, grad_norm: 8.1134205994491e-05
iter 2199, lr: 0.2, attr_lr: 0, batch_loss: 0.6302040887964, train_err: 0.181640625, grad_norm: 9.5937473712945e-05
iter 2200, lr: 0.2, attr_lr: 0, batch_loss: 0.62717704859611, train_err: 0.19140625, grad_norm: 0.00012056181107517
Testing... 
average test_loss = 0.62588217694727, average test_pred_err = 0.154
Snapshotting A_model... done
iter 2201, lr: 0.2, attr_lr: 0, batch_loss: 0.6296895498046, train_err: 0.1796875, grad_norm: 9.2895836188435e-05
iter 2202, lr: 0.2, attr_lr: 0, batch_loss: 0.62855844154167, train_err: 0.205078125, grad_norm: 0.00011652633042455
iter 2203, lr: 0.2, attr_lr: 0, batch_loss: 0.62917181295016, train_err: 0.185546875, grad_norm: 0.00010044508858232
iter 2204, lr: 0.2, attr_lr: 0, batch_loss: 0.62570291528718, train_err: 0.189453125, grad_norm: 0.00012482108719089
iter 2205, lr: 0.2, attr_lr: 0, batch_loss: 0.63595974853411, train_err: 0.1875, grad_norm: 9.7880966895256e-05
iter 2206, lr: 0.2, attr_lr: 0, batch_loss: 0.63063470932276, train_err: 0.216796875, grad_norm: 0.00011193619149176
iter 2207, lr: 0.2, attr_lr: 0, batch_loss: 0.63037851476084, train_err: 0.20703125, grad_norm: 0.0001127840705503
iter 2208, lr: 0.2, attr_lr: 0, batch_loss: 0.63060305789386, train_err: 0.1875, grad_norm: 0.00010352088311002
iter 2209, lr: 0.2, attr_lr: 0, batch_loss: 0.63263881963592, train_err: 0.1953125, grad_norm: 0.00010122081899554
iter 2210, lr: 0.2, attr_lr: 0, batch_loss: 0.62773801356651, train_err: 0.18359375, grad_norm: 0.00011111825849921
iter 2211, lr: 0.2, attr_lr: 0, batch_loss: 0.63361832338539, train_err: 0.201171875, grad_norm: 8.160766863892e-05
iter 2212, lr: 0.2, attr_lr: 0, batch_loss: 0.63414655380214, train_err: 0.2265625, grad_norm: 0.00010804462527005
iter 2213, lr: 0.2, attr_lr: 0, batch_loss: 0.63289309599612, train_err: 0.17578125, grad_norm: 7.7410660279309e-05
iter 2214, lr: 0.2, attr_lr: 0, batch_loss: 0.62794621851612, train_err: 0.166015625, grad_norm: 0.00010694852836963
iter 2215, lr: 0.2, attr_lr: 0, batch_loss: 0.63235881229815, train_err: 0.20703125, grad_norm: 9.7469280438845e-05
iter 2216, lr: 0.2, attr_lr: 0, batch_loss: 0.62827349795882, train_err: 0.18359375, grad_norm: 0.00010813040224183
iter 2217, lr: 0.2, attr_lr: 0, batch_loss: 0.63534182343239, train_err: 0.177734375, grad_norm: 7.8288829350393e-05
iter 2218, lr: 0.2, attr_lr: 0, batch_loss: 0.62971733576601, train_err: 0.197265625, grad_norm: 0.00011266556551661
iter 2219, lr: 0.2, attr_lr: 0, batch_loss: 0.62580539364374, train_err: 0.201171875, grad_norm: 0.0001128673986979
iter 2220, lr: 0.2, attr_lr: 0, batch_loss: 0.63014307885265, train_err: 0.197265625, grad_norm: 0.00010080304190599
iter 2221, lr: 0.2, attr_lr: 0, batch_loss: 0.625715546004, train_err: 0.181640625, grad_norm: 0.00011344415555038
iter 2222, lr: 0.2, attr_lr: 0, batch_loss: 0.62858267953366, train_err: 0.2109375, grad_norm: 0.00013604278680775
iter 2223, lr: 0.2, attr_lr: 0, batch_loss: 0.63208941138683, train_err: 0.208984375, grad_norm: 0.00010388378969975
iter 2224, lr: 0.2, attr_lr: 0, batch_loss: 0.62647617644361, train_err: 0.203125, grad_norm: 0.00011209071022225
iter 2225, lr: 0.2, attr_lr: 0, batch_loss: 0.63131869431425, train_err: 0.20703125, grad_norm: 0.00010765875122028
iter 2226, lr: 0.2, attr_lr: 0, batch_loss: 0.63226349747099, train_err: 0.189453125, grad_norm: 0.0001040417844533
iter 2227, lr: 0.2, attr_lr: 0, batch_loss: 0.6288439912005, train_err: 0.16796875, grad_norm: 0.00011138055648194
iter 2228, lr: 0.2, attr_lr: 0, batch_loss: 0.6267854670847, train_err: 0.15625, grad_norm: 0.0001079031615199
iter 2229, lr: 0.2, attr_lr: 0, batch_loss: 0.62618025206013, train_err: 0.16796875, grad_norm: 0.00010812179171513
iter 2230, lr: 0.2, attr_lr: 0, batch_loss: 0.63154943209292, train_err: 0.21875, grad_norm: 0.00011785992727132
iter 2231, lr: 0.2, attr_lr: 0, batch_loss: 0.63682004564685, train_err: 0.224609375, grad_norm: 8.6845626162227e-05
iter 2232, lr: 0.2, attr_lr: 0, batch_loss: 0.63431935072865, train_err: 0.19921875, grad_norm: 9.7501477936598e-05
iter 2233, lr: 0.2, attr_lr: 0, batch_loss: 0.62800716182844, train_err: 0.17578125, grad_norm: 0.00010816684800742
iter 2234, lr: 0.2, attr_lr: 0, batch_loss: 0.62602990554992, train_err: 0.16015625, grad_norm: 9.9409863292712e-05
iter 2235, lr: 0.2, attr_lr: 0, batch_loss: 0.62511225626251, train_err: 0.1796875, grad_norm: 0.00012045958107055
iter 2236, lr: 0.2, attr_lr: 0, batch_loss: 0.62822733329491, train_err: 0.1953125, grad_norm: 0.00010739996554519
iter 2237, lr: 0.2, attr_lr: 0, batch_loss: 0.63431383025431, train_err: 0.20703125, grad_norm: 9.7385936957838e-05
iter 2238, lr: 0.2, attr_lr: 0, batch_loss: 0.63399344788827, train_err: 0.212890625, grad_norm: 0.00010432901260622
iter 2239, lr: 0.2, attr_lr: 0, batch_loss: 0.62785499988448, train_err: 0.216796875, grad_norm: 0.0001136547734079
iter 2240, lr: 0.2, attr_lr: 0, batch_loss: 0.62559738847266, train_err: 0.201171875, grad_norm: 0.0001185988923896
iter 2241, lr: 0.2, attr_lr: 0, batch_loss: 0.62836005097932, train_err: 0.203125, grad_norm: 0.00010513508474045
iter 2242, lr: 0.2, attr_lr: 0, batch_loss: 0.62896694181793, train_err: 0.19140625, grad_norm: 0.00010606165252754
iter 2243, lr: 0.2, attr_lr: 0, batch_loss: 0.6321231893345, train_err: 0.19921875, grad_norm: 9.2071872650287e-05
iter 2244, lr: 0.2, attr_lr: 0, batch_loss: 0.62776667973065, train_err: 0.177734375, grad_norm: 0.00010589731634597
iter 2245, lr: 0.2, attr_lr: 0, batch_loss: 0.63422876925869, train_err: 0.224609375, grad_norm: 9.3904457968393e-05
iter 2246, lr: 0.2, attr_lr: 0, batch_loss: 0.63179062225948, train_err: 0.1875, grad_norm: 9.7428698743015e-05
iter 2247, lr: 0.2, attr_lr: 0, batch_loss: 0.63107153822278, train_err: 0.18359375, grad_norm: 9.4536182875061e-05
iter 2248, lr: 0.2, attr_lr: 0, batch_loss: 0.62672325279472, train_err: 0.173828125, grad_norm: 0.00011847630537046
iter 2249, lr: 0.2, attr_lr: 0, batch_loss: 0.62013281893061, train_err: 0.19140625, grad_norm: 0.00013774236533404
iter 2250, lr: 0.2, attr_lr: 0, batch_loss: 0.62847403129933, train_err: 0.193359375, grad_norm: 0.00010304892743556
Testing... 
average test_loss = 0.62553549683589, average test_pred_err = 0.175
iter 2251, lr: 0.2, attr_lr: 0, batch_loss: 0.62938701480334, train_err: 0.203125, grad_norm: 9.536177562774e-05
iter 2252, lr: 0.2, attr_lr: 0, batch_loss: 0.62624769816663, train_err: 0.17578125, grad_norm: 0.00010000962299506
iter 2253, lr: 0.2, attr_lr: 0, batch_loss: 0.63691570246279, train_err: 0.26171875, grad_norm: 8.4580377074025e-05
iter 2254, lr: 0.2, attr_lr: 0, batch_loss: 0.63437513081309, train_err: 0.1875, grad_norm: 8.5114438798926e-05
iter 2255, lr: 0.2, attr_lr: 0, batch_loss: 0.63506768701746, train_err: 0.234375, grad_norm: 7.6838553848747e-05
iter 2256, lr: 0.2, attr_lr: 0, batch_loss: 0.63304658947033, train_err: 0.197265625, grad_norm: 8.3022193614743e-05
iter 2257, lr: 0.2, attr_lr: 0, batch_loss: 0.63548509579993, train_err: 0.19921875, grad_norm: 0.00010382212681396
iter 2258, lr: 0.2, attr_lr: 0, batch_loss: 0.62735577115809, train_err: 0.232421875, grad_norm: 0.00014054345529996
iter 2259, lr: 0.2, attr_lr: 0, batch_loss: 0.62596621616765, train_err: 0.197265625, grad_norm: 0.0001358973484821
iter 2260, lr: 0.2, attr_lr: 0, batch_loss: 0.62855575892229, train_err: 0.185546875, grad_norm: 0.00011909902666703
iter 2261, lr: 0.2, attr_lr: 0, batch_loss: 0.63431934787064, train_err: 0.203125, grad_norm: 9.3141388646999e-05
iter 2262, lr: 0.2, attr_lr: 0, batch_loss: 0.62623085374679, train_err: 0.173828125, grad_norm: 0.00010734418132702
iter 2263, lr: 0.2, attr_lr: 0, batch_loss: 0.62717727509264, train_err: 0.1796875, grad_norm: 0.00011152924214792
iter 2264, lr: 0.2, attr_lr: 0, batch_loss: 0.62885482001993, train_err: 0.203125, grad_norm: 0.00011266274837681
iter 2265, lr: 0.2, attr_lr: 0, batch_loss: 0.63088091702644, train_err: 0.201171875, grad_norm: 0.00011810816805493
iter 2266, lr: 0.2, attr_lr: 0, batch_loss: 0.6299738672374, train_err: 0.20703125, grad_norm: 0.00011108404716138
iter 2267, lr: 0.2, attr_lr: 0, batch_loss: 0.62975533722474, train_err: 0.19921875, grad_norm: 0.00010133589232986
iter 2268, lr: 0.2, attr_lr: 0, batch_loss: 0.63491630232004, train_err: 0.232421875, grad_norm: 9.2339825421222e-05
iter 2269, lr: 0.2, attr_lr: 0, batch_loss: 0.6378874450032, train_err: 0.216796875, grad_norm: 8.1382707691192e-05
iter 2270, lr: 0.2, attr_lr: 0, batch_loss: 0.62676352997335, train_err: 0.201171875, grad_norm: 0.00012760282217974
iter 2271, lr: 0.2, attr_lr: 0, batch_loss: 0.62998932210745, train_err: 0.2109375, grad_norm: 0.00012493769535142
iter 2272, lr: 0.2, attr_lr: 0, batch_loss: 0.62806274694271, train_err: 0.2109375, grad_norm: 0.00011092465225
iter 2273, lr: 0.2, attr_lr: 0, batch_loss: 0.63260767228734, train_err: 0.228515625, grad_norm: 0.00010269013655337
iter 2274, lr: 0.2, attr_lr: 0, batch_loss: 0.63217792847471, train_err: 0.203125, grad_norm: 0.00010248170638224
iter 2275, lr: 0.2, attr_lr: 0, batch_loss: 0.62503551868493, train_err: 0.189453125, grad_norm: 0.0001103618695318
iter 2276, lr: 0.2, attr_lr: 0, batch_loss: 0.63098012587075, train_err: 0.177734375, grad_norm: 0.00011073283844822
iter 2277, lr: 0.2, attr_lr: 0, batch_loss: 0.62723342538429, train_err: 0.19140625, grad_norm: 0.00011247106971993
iter 2278, lr: 0.2, attr_lr: 0, batch_loss: 0.63212112822185, train_err: 0.197265625, grad_norm: 0.00010270150859062
iter 2279, lr: 0.2, attr_lr: 0, batch_loss: 0.62869692745206, train_err: 0.205078125, grad_norm: 0.00011322379461782
iter 2280, lr: 0.2, attr_lr: 0, batch_loss: 0.63135155366942, train_err: 0.2109375, grad_norm: 9.4235483183767e-05
iter 2281, lr: 0.2, attr_lr: 0, batch_loss: 0.63409730599854, train_err: 0.2109375, grad_norm: 0.00010930767534399
iter 2282, lr: 0.2, attr_lr: 0, batch_loss: 0.62738259868163, train_err: 0.19140625, grad_norm: 0.00010516597445568
iter 2283, lr: 0.2, attr_lr: 0, batch_loss: 0.62633587166708, train_err: 0.20703125, grad_norm: 0.0001089029444815
iter 2284, lr: 0.2, attr_lr: 0, batch_loss: 0.63029452167348, train_err: 0.212890625, grad_norm: 8.5612104101109e-05
iter 2285, lr: 0.2, attr_lr: 0, batch_loss: 0.63222165995139, train_err: 0.208984375, grad_norm: 0.00010677773875763
iter 2286, lr: 0.2, attr_lr: 0, batch_loss: 0.63173423587619, train_err: 0.193359375, grad_norm: 0.00010600655586215
iter 2287, lr: 0.2, attr_lr: 0, batch_loss: 0.62884687465044, train_err: 0.220703125, grad_norm: 0.00010910367448565
iter 2288, lr: 0.2, attr_lr: 0, batch_loss: 0.6278710768526, train_err: 0.169921875, grad_norm: 0.0001064069677481
iter 2289, lr: 0.2, attr_lr: 0, batch_loss: 0.63024597275518, train_err: 0.185546875, grad_norm: 9.7495013407162e-05
iter 2290, lr: 0.2, attr_lr: 0, batch_loss: 0.62939389775378, train_err: 0.208984375, grad_norm: 9.9585602686095e-05
iter 2291, lr: 0.2, attr_lr: 0, batch_loss: 0.63421616511371, train_err: 0.228515625, grad_norm: 9.9863171926702e-05
iter 2292, lr: 0.2, attr_lr: 0, batch_loss: 0.62988269948099, train_err: 0.193359375, grad_norm: 9.4283385921491e-05
iter 2293, lr: 0.2, attr_lr: 0, batch_loss: 0.62893595729586, train_err: 0.1796875, grad_norm: 0.00010973259802793
iter 2294, lr: 0.2, attr_lr: 0, batch_loss: 0.62997494875005, train_err: 0.20703125, grad_norm: 0.00011398060682708
iter 2295, lr: 0.2, attr_lr: 0, batch_loss: 0.6249413824438, train_err: 0.169921875, grad_norm: 0.00010703352038188
iter 2296, lr: 0.2, attr_lr: 0, batch_loss: 0.63097519111063, train_err: 0.171875, grad_norm: 9.2068183617344e-05
iter 2297, lr: 0.2, attr_lr: 0, batch_loss: 0.63135604722738, train_err: 0.197265625, grad_norm: 8.8092137294979e-05
iter 2298, lr: 0.2, attr_lr: 0, batch_loss: 0.62204973700952, train_err: 0.19140625, grad_norm: 0.00011982599943465
iter 2299, lr: 0.2, attr_lr: 0, batch_loss: 0.62702293850509, train_err: 0.203125, grad_norm: 0.00011427474784865
iter 2300, lr: 0.2, attr_lr: 0, batch_loss: 0.62736657016806, train_err: 0.17578125, grad_norm: 0.00011190896349663
Testing... 
average test_loss = 0.62350195253625, average test_pred_err = 0.151
Snapshotting A_model... done
iter 2301, lr: 0.2, attr_lr: 0, batch_loss: 0.6265215964983, train_err: 0.1875, grad_norm: 0.00011088663163717
iter 2302, lr: 0.2, attr_lr: 0, batch_loss: 0.63073306689555, train_err: 0.197265625, grad_norm: 9.3088848164741e-05
iter 2303, lr: 0.2, attr_lr: 0, batch_loss: 0.62628820592772, train_err: 0.171875, grad_norm: 0.00011514814754135
iter 2304, lr: 0.2, attr_lr: 0, batch_loss: 0.62711884655311, train_err: 0.1796875, grad_norm: 0.00010939933939913
iter 2305, lr: 0.2, attr_lr: 0, batch_loss: 0.63145435526264, train_err: 0.205078125, grad_norm: 9.5613277143388e-05
iter 2306, lr: 0.2, attr_lr: 0, batch_loss: 0.63272213023856, train_err: 0.193359375, grad_norm: 0.00010208729210131
iter 2307, lr: 0.2, attr_lr: 0, batch_loss: 0.63013617083804, train_err: 0.185546875, grad_norm: 0.00011392872270192
iter 2308, lr: 0.2, attr_lr: 0, batch_loss: 0.63408979473494, train_err: 0.20703125, grad_norm: 8.4638623521574e-05
iter 2309, lr: 0.2, attr_lr: 0, batch_loss: 0.63091799652355, train_err: 0.23046875, grad_norm: 0.00011436569973
iter 2310, lr: 0.2, attr_lr: 0, batch_loss: 0.6287221097824, train_err: 0.1796875, grad_norm: 8.8055483337997e-05
