Loading pretrained model... done
Testing... average test_loss = 6.8737384969377, average test_pred_err = 0.456
Iteration no. 1, lr = 2, attribute lr =0.02, average batch_loss = 8.2180102632527, Training Error = 0.494140625
Iteration no. 502, lr = 0.33614, attribute lr =0.02, average batch_loss = 0.48246847260872, Training Error = 0.2421875
Iteration no. 503, lr = 0.33614, attribute lr =0.02, average batch_loss = 0.45396281981074, Training Error = 0.21484375
Iteration no. 504, lr = 0.33614, attribute lr =0.02, average batch_loss = 0.46473875986829, Training Error = 0.20703125
Iteration no. 505, lr = 0.33614, attribute lr =0.02, average batch_loss = 0.46151902912797, Training Error = 0.216796875
Iteration no. 506, lr = 0.33614, attribute lr =0.02, average batch_loss = 0.49782553123875, Training Error = 0.251953125
Iteration no. 507, lr = 0.33614, attribute lr =0.02, average batch_loss = 0.500892682218, Training Error = 0.244140625
Iteration no. 508, lr = 0.33614, attribute lr =0.02, average batch_loss = 0.46261808791555, Training Error = 0.220703125
Iteration no. 509, lr = 0.33614, attribute lr =0.02, average batch_loss = 0.50444866795815, Training Error = 0.236328125
Iteration no. 510, lr = 0.33614, attribute lr =0.02, average batch_loss = 0.48514428695025, Training Error = 0.2265625
Iteration no. 511, lr = 0.33614, attribute lr =0.02, average batch_loss = 0.45985236293706, Training Error = 0.234375
Iteration no. 512, lr = 0.33614, attribute lr =0.02, average batch_loss = 0.49726124013787, Training Error = 0.267578125
Iteration no. 513, lr = 0.33614, attribute lr =0.02, average batch_loss = 0.47288527822886, Training Error = 0.240234375
Iteration no. 514, lr = 0.33614, attribute lr =0.02, average batch_loss = 0.48610650047331, Training Error = 0.248046875
Iteration no. 515, lr = 0.33614, attribute lr =0.02, average batch_loss = 0.44951328817571, Training Error = 0.21484375
Iteration no. 516, lr = 0.33614, attribute lr =0.02, average batch_loss = 0.44203152144634, Training Error = 0.2109375
Iteration no. 517, lr = 0.33614, attribute lr =0.02, average batch_loss = 0.43016324994947, Training Error = 0.203125
Iteration no. 518, lr = 0.33614, attribute lr =0.02, average batch_loss = 0.4574469909244, Training Error = 0.224609375
Iteration no. 519, lr = 0.33614, attribute lr =0.02, average batch_loss = 0.48001748523246, Training Error = 0.23828125
Iteration no. 520, lr = 0.33614, attribute lr =0.02, average batch_loss = 0.48482963994481, Training Error = 0.2578125
Iteration no. 521, lr = 0.33614, attribute lr =0.02, average batch_loss = 0.45730573869908, Training Error = 0.2109375
Iteration no. 522, lr = 0.33614, attribute lr =0.02, average batch_loss = 0.46153022047155, Training Error = 0.23828125
Iteration no. 523, lr = 0.33614, attribute lr =0.02, average batch_loss = 0.47552666465881, Training Error = 0.244140625
Iteration no. 524, lr = 0.33614, attribute lr =0.02, average batch_loss = 0.45659460030656, Training Error = 0.23046875
Iteration no. 525, lr = 0.33614, attribute lr =0.02, average batch_loss = 0.50546670850337, Training Error = 0.259765625
Iteration no. 526, lr = 0.33614, attribute lr =0.02, average batch_loss = 0.50160058531152, Training Error = 0.248046875
Iteration no. 527, lr = 0.33614, attribute lr =0.02, average batch_loss = 0.49092563220265, Training Error = 0.240234375
Iteration no. 528, lr = 0.33614, attribute lr =0.02, average batch_loss = 0.44283822539717, Training Error = 0.2109375
Iteration no. 529, lr = 0.33614, attribute lr =0.02, average batch_loss = 0.4885645828668, Training Error = 0.25
Iteration no. 530, lr = 0.33614, attribute lr =0.02, average batch_loss = 0.48633664533243, Training Error = 0.228515625
Iteration no. 531, lr = 0.33614, attribute lr =0.02, average batch_loss = 0.474349844218, Training Error = 0.248046875
Iteration no. 532, lr = 0.33614, attribute lr =0.02, average batch_loss = 0.46366607010504, Training Error = 0.228515625
Iteration no. 533, lr = 0.33614, attribute lr =0.02, average batch_loss = 0.47244065801837, Training Error = 0.23046875
Iteration no. 534, lr = 0.33614, attribute lr =0.02, average batch_loss = 0.4868995819592, Training Error = 0.244140625
Iteration no. 535, lr = 0.33614, attribute lr =0.02, average batch_loss = 0.46999281211736, Training Error = 0.24609375
Iteration no. 536, lr = 0.33614, attribute lr =0.02, average batch_loss = 0.46752402548753, Training Error = 0.2265625
Iteration no. 537, lr = 0.33614, attribute lr =0.02, average batch_loss = 0.47473013317645, Training Error = 0.244140625
Iteration no. 538, lr = 0.33614, attribute lr =0.02, average batch_loss = 0.45240742501417, Training Error = 0.224609375
Iteration no. 539, lr = 0.33614, attribute lr =0.02, average batch_loss = 0.48414646507713, Training Error = 0.23046875
Iteration no. 540, lr = 0.33614, attribute lr =0.02, average batch_loss = 0.50935166278703, Training Error = 0.263671875
Iteration no. 541, lr = 0.33614, attribute lr =0.02, average batch_loss = 0.4796644692177, Training Error = 0.224609375
Iteration no. 542, lr = 0.33614, attribute lr =0.02, average batch_loss = 0.47845073964972, Training Error = 0.2421875
Iteration no. 543, lr = 0.33614, attribute lr =0.02, average batch_loss = 0.44889599850744, Training Error = 0.228515625
Iteration no. 544, lr = 0.33614, attribute lr =0.02, average batch_loss = 0.47063638968219, Training Error = 0.224609375
Iteration no. 545, lr = 0.33614, attribute lr =0.02, average batch_loss = 0.48236890521637, Training Error = 0.22265625
Iteration no. 546, lr = 0.33614, attribute lr =0.02, average batch_loss = 0.44218642322318, Training Error = 0.19921875
Iteration no. 547, lr = 0.33614, attribute lr =0.02, average batch_loss = 0.44719774444804, Training Error = 0.1953125
Iteration no. 548, lr = 0.33614, attribute lr =0.02, average batch_loss = 0.47319584648585, Training Error = 0.24609375
Iteration no. 549, lr = 0.33614, attribute lr =0.02, average batch_loss = 0.44648953144835, Training Error = 0.212890625
Iteration no. 550, lr = 0.33614, attribute lr =0.02, average batch_loss = 0.47153485171128, Training Error = 0.22265625
Testing... average test_loss = 0.96580281701088, average test_pred_err = 0.464
Iteration no. 551, lr = 0.33614, attribute lr =0.02, average batch_loss = 0.47168920752801, Training Error = 0.2421875
Iteration no. 552, lr = 0.33614, attribute lr =0.02, average batch_loss = 0.44233720444307, Training Error = 0.20703125
Iteration no. 553, lr = 0.33614, attribute lr =0.02, average batch_loss = 0.43630366137472, Training Error = 0.19140625
Iteration no. 554, lr = 0.33614, attribute lr =0.02, average batch_loss = 0.4623563918483, Training Error = 0.21875
Iteration no. 555, lr = 0.33614, attribute lr =0.02, average batch_loss = 0.43868192143856, Training Error = 0.216796875
Iteration no. 556, lr = 0.33614, attribute lr =0.02, average batch_loss = 0.47375089230329, Training Error = 0.22265625
Iteration no. 557, lr = 0.33614, attribute lr =0.02, average batch_loss = 0.4927440891941, Training Error = 0.25390625
Iteration no. 558, lr = 0.33614, attribute lr =0.02, average batch_loss = 0.48014894938292, Training Error = 0.23828125
Iteration no. 559, lr = 0.33614, attribute lr =0.02, average batch_loss = 0.4542556369838, Training Error = 0.201171875
Iteration no. 560, lr = 0.33614, attribute lr =0.02, average batch_loss = 0.4885374615438, Training Error = 0.21875
Iteration no. 561, lr = 0.33614, attribute lr =0.02, average batch_loss = 0.45025618305824, Training Error = 0.216796875
Iteration no. 562, lr = 0.33614, attribute lr =0.02, average batch_loss = 0.44747199009537, Training Error = 0.2109375
Iteration no. 563, lr = 0.33614, attribute lr =0.02, average batch_loss = 0.48203665485213, Training Error = 0.232421875
Iteration no. 564, lr = 0.33614, attribute lr =0.02, average batch_loss = 0.480799073599, Training Error = 0.24609375
Iteration no. 565, lr = 0.33614, attribute lr =0.02, average batch_loss = 0.4655922207003, Training Error = 0.234375
Iteration no. 566, lr = 0.33614, attribute lr =0.02, average batch_loss = 0.46855871099108, Training Error = 0.220703125
Iteration no. 567, lr = 0.33614, attribute lr =0.02, average batch_loss = 0.44758334215144, Training Error = 0.216796875
Iteration no. 568, lr = 0.33614, attribute lr =0.02, average batch_loss = 0.44820227003426, Training Error = 0.2265625
Iteration no. 569, lr = 0.33614, attribute lr =0.02, average batch_loss = 0.46913414809731, Training Error = 0.2265625
Iteration no. 570, lr = 0.33614, attribute lr =0.02, average batch_loss = 0.4357795813102, Training Error = 0.2109375
Iteration no. 571, lr = 0.33614, attribute lr =0.02, average batch_loss = 0.42542777017444, Training Error = 0.19140625
Iteration no. 572, lr = 0.33614, attribute lr =0.02, average batch_loss = 0.46403817382048, Training Error = 0.22265625
Iteration no. 573, lr = 0.33614, attribute lr =0.02, average batch_loss = 0.496124566041, Training Error = 0.2421875
Iteration no. 574, lr = 0.33614, attribute lr =0.02, average batch_loss = 0.44179791053115, Training Error = 0.1953125
Iteration no. 575, lr = 0.33614, attribute lr =0.02, average batch_loss = 0.42605420392032, Training Error = 0.201171875
Iteration no. 576, lr = 0.33614, attribute lr =0.02, average batch_loss = 0.46675037915902, Training Error = 0.224609375
Iteration no. 577, lr = 0.33614, attribute lr =0.02, average batch_loss = 0.45003071199686, Training Error = 0.2265625
Iteration no. 578, lr = 0.33614, attribute lr =0.02, average batch_loss = 0.44223143036618, Training Error = 0.20703125
Iteration no. 579, lr = 0.33614, attribute lr =0.02, average batch_loss = 0.42139093997398, Training Error = 0.197265625
Iteration no. 580, lr = 0.33614, attribute lr =0.02, average batch_loss = 0.42526318017257, Training Error = 0.197265625
Iteration no. 581, lr = 0.33614, attribute lr =0.02, average batch_loss = 0.46194942415634, Training Error = 0.23046875
Iteration no. 582, lr = 0.33614, attribute lr =0.02, average batch_loss = 0.42217323965935, Training Error = 0.1796875
Iteration no. 583, lr = 0.33614, attribute lr =0.02, average batch_loss = 0.46191607873673, Training Error = 0.2265625
Iteration no. 584, lr = 0.33614, attribute lr =0.02, average batch_loss = 0.49821471481527, Training Error = 0.26171875
Iteration no. 585, lr = 0.33614, attribute lr =0.02, average batch_loss = 0.48422886520706, Training Error = 0.22265625
Iteration no. 586, lr = 0.33614, attribute lr =0.02, average batch_loss = 0.4708360601202, Training Error = 0.224609375
Iteration no. 587, lr = 0.33614, attribute lr =0.02, average batch_loss = 0.47206733607865, Training Error = 0.220703125
Iteration no. 588, lr = 0.33614, attribute lr =0.02, average batch_loss = 0.50190273131326, Training Error = 0.234375
Iteration no. 589, lr = 0.33614, attribute lr =0.02, average batch_loss = 0.45571009420743, Training Error = 0.22265625
Iteration no. 590, lr = 0.33614, attribute lr =0.02, average batch_loss = 0.45591470395581, Training Error = 0.21484375
Iteration no. 591, lr = 0.33614, attribute lr =0.02, average batch_loss = 0.47422052489793, Training Error = 0.236328125
Iteration no. 592, lr = 0.33614, attribute lr =0.02, average batch_loss = 0.45465317729807, Training Error = 0.2109375
Iteration no. 593, lr = 0.33614, attribute lr =0.02, average batch_loss = 0.44724413943046, Training Error = 0.212890625
Iteration no. 594, lr = 0.33614, attribute lr =0.02, average batch_loss = 0.46275758094323, Training Error = 0.220703125
Iteration no. 595, lr = 0.33614, attribute lr =0.02, average batch_loss = 0.44242072902212, Training Error = 0.197265625
Iteration no. 596, lr = 0.33614, attribute lr =0.02, average batch_loss = 0.47239163165951, Training Error = 0.2421875
Iteration no. 597, lr = 0.33614, attribute lr =0.02, average batch_loss = 0.44397650539132, Training Error = 0.205078125
Iteration no. 598, lr = 0.33614, attribute lr =0.02, average batch_loss = 0.45184791501148, Training Error = 0.201171875
Iteration no. 599, lr = 0.33614, attribute lr =0.02, average batch_loss = 0.46667311409988, Training Error = 0.220703125
Iteration no. 600, lr = 0.33614, attribute lr =0.02, average batch_loss = 0.49451881101365, Training Error = 0.25390625
Testing... average test_loss = 1.0671344820139, average test_pred_err = 0.468
Snapshotting C_model... done
Iteration no. 601, lr = 0.235298, attribute lr =0.02, average batch_loss = 0.4781666742904, Training Error = 0.224609375
Iteration no. 602, lr = 0.235298, attribute lr =0.02, average batch_loss = 0.4762675065171, Training Error = 0.2265625
Iteration no. 603, lr = 0.235298, attribute lr =0.02, average batch_loss = 0.44241244294435, Training Error = 0.2265625
Iteration no. 604, lr = 0.235298, attribute lr =0.02, average batch_loss = 0.45995988666582, Training Error = 0.22265625
Iteration no. 605, lr = 0.235298, attribute lr =0.02, average batch_loss = 0.42005338261459, Training Error = 0.181640625
Iteration no. 606, lr = 0.235298, attribute lr =0.02, average batch_loss = 0.43855964280932, Training Error = 0.203125
Iteration no. 607, lr = 0.235298, attribute lr =0.02, average batch_loss = 0.47481075446205, Training Error = 0.248046875
Iteration no. 608, lr = 0.235298, attribute lr =0.02, average batch_loss = 0.48762783835173, Training Error = 0.25390625
Iteration no. 609, lr = 0.235298, attribute lr =0.02, average batch_loss = 0.45558753989255, Training Error = 0.2109375
Iteration no. 610, lr = 0.235298, attribute lr =0.02, average batch_loss = 0.44129669448969, Training Error = 0.19140625
Iteration no. 611, lr = 0.235298, attribute lr =0.02, average batch_loss = 0.46650961679093, Training Error = 0.234375
Iteration no. 612, lr = 0.235298, attribute lr =0.02, average batch_loss = 0.43490066144747, Training Error = 0.205078125
Iteration no. 613, lr = 0.235298, attribute lr =0.02, average batch_loss = 0.44859823886707, Training Error = 0.212890625
Iteration no. 614, lr = 0.235298, attribute lr =0.02, average batch_loss = 0.46050442777088, Training Error = 0.228515625
Iteration no. 615, lr = 0.235298, attribute lr =0.02, average batch_loss = 0.44622575684133, Training Error = 0.20703125
Iteration no. 616, lr = 0.235298, attribute lr =0.02, average batch_loss = 0.4421428919715, Training Error = 0.203125
Iteration no. 617, lr = 0.235298, attribute lr =0.02, average batch_loss = 0.4749631644342, Training Error = 0.2265625
Iteration no. 618, lr = 0.235298, attribute lr =0.02, average batch_loss = 0.44003296461314, Training Error = 0.201171875
Iteration no. 619, lr = 0.235298, attribute lr =0.02, average batch_loss = 0.44766282066406, Training Error = 0.21484375
Iteration no. 620, lr = 0.235298, attribute lr =0.02, average batch_loss = 0.44930814076002, Training Error = 0.197265625
Iteration no. 621, lr = 0.235298, attribute lr =0.02, average batch_loss = 0.46948328907053, Training Error = 0.2265625
Iteration no. 622, lr = 0.235298, attribute lr =0.02, average batch_loss = 0.48655752787822, Training Error = 0.25390625
Iteration no. 623, lr = 0.235298, attribute lr =0.02, average batch_loss = 0.43876251141513, Training Error = 0.19921875
Iteration no. 624, lr = 0.235298, attribute lr =0.02, average batch_loss = 0.47362681034834, Training Error = 0.2421875
Iteration no. 625, lr = 0.235298, attribute lr =0.02, average batch_loss = 0.45924514474762, Training Error = 0.228515625
Iteration no. 626, lr = 0.235298, attribute lr =0.02, average batch_loss = 0.47297419509494, Training Error = 0.234375
Iteration no. 627, lr = 0.235298, attribute lr =0.02, average batch_loss = 0.43392846526787, Training Error = 0.19921875
Iteration no. 628, lr = 0.235298, attribute lr =0.02, average batch_loss = 0.46389356995198, Training Error = 0.228515625
Iteration no. 629, lr = 0.235298, attribute lr =0.02, average batch_loss = 0.45428314576178, Training Error = 0.20703125
Iteration no. 630, lr = 0.235298, attribute lr =0.02, average batch_loss = 0.48950419519447, Training Error = 0.23046875
Iteration no. 631, lr = 0.235298, attribute lr =0.02, average batch_loss = 0.41789550041919, Training Error = 0.181640625
Iteration no. 632, lr = 0.235298, attribute lr =0.02, average batch_loss = 0.44830384244309, Training Error = 0.22265625
Iteration no. 633, lr = 0.235298, attribute lr =0.02, average batch_loss = 0.46762906988194, Training Error = 0.220703125
Iteration no. 634, lr = 0.235298, attribute lr =0.02, average batch_loss = 0.43719047305077, Training Error = 0.203125
Iteration no. 635, lr = 0.235298, attribute lr =0.02, average batch_loss = 0.50099304729841, Training Error = 0.267578125
Iteration no. 636, lr = 0.235298, attribute lr =0.02, average batch_loss = 0.46945975482411, Training Error = 0.220703125
Iteration no. 637, lr = 0.235298, attribute lr =0.02, average batch_loss = 0.45331184554396, Training Error = 0.232421875
Iteration no. 638, lr = 0.235298, attribute lr =0.02, average batch_loss = 0.44933433621164, Training Error = 0.212890625
Iteration no. 639, lr = 0.235298, attribute lr =0.02, average batch_loss = 0.44561565898894, Training Error = 0.228515625
Iteration no. 640, lr = 0.235298, attribute lr =0.02, average batch_loss = 0.45153039750999, Training Error = 0.212890625
Iteration no. 641, lr = 0.235298, attribute lr =0.02, average batch_loss = 0.43038754313705, Training Error = 0.19921875
Iteration no. 642, lr = 0.235298, attribute lr =0.02, average batch_loss = 0.46726077097353, Training Error = 0.21484375
Iteration no. 643, lr = 0.235298, attribute lr =0.02, average batch_loss = 0.42573452223055, Training Error = 0.201171875
Iteration no. 644, lr = 0.235298, attribute lr =0.02, average batch_loss = 0.40635973677421, Training Error = 0.201171875
Iteration no. 645, lr = 0.235298, attribute lr =0.02, average batch_loss = 0.41936038877962, Training Error = 0.19921875
Iteration no. 646, lr = 0.235298, attribute lr =0.02, average batch_loss = 0.43480953354063, Training Error = 0.208984375
Iteration no. 647, lr = 0.235298, attribute lr =0.02, average batch_loss = 0.4968617627502, Training Error = 0.244140625
Iteration no. 648, lr = 0.235298, attribute lr =0.02, average batch_loss = 0.46632715628001, Training Error = 0.25
Iteration no. 649, lr = 0.235298, attribute lr =0.02, average batch_loss = 0.48058664829909, Training Error = 0.248046875
Iteration no. 650, lr = 0.235298, attribute lr =0.02, average batch_loss = 0.4150385392864, Training Error = 0.1875
Testing... average test_loss = 1.0271727360571, average test_pred_err = 0.448
Iteration no. 651, lr = 0.235298, attribute lr =0.02, average batch_loss = 0.49179375246132, Training Error = 0.23828125
Iteration no. 652, lr = 0.235298, attribute lr =0.02, average batch_loss = 0.47410573619928, Training Error = 0.23828125
Iteration no. 653, lr = 0.235298, attribute lr =0.02, average batch_loss = 0.47734465972718, Training Error = 0.244140625
Iteration no. 654, lr = 0.235298, attribute lr =0.02, average batch_loss = 0.4463223429132, Training Error = 0.216796875
Iteration no. 655, lr = 0.235298, attribute lr =0.02, average batch_loss = 0.43630524554313, Training Error = 0.203125
Iteration no. 656, lr = 0.235298, attribute lr =0.02, average batch_loss = 0.46472241417528, Training Error = 0.22265625
Iteration no. 657, lr = 0.235298, attribute lr =0.02, average batch_loss = 0.48050625486044, Training Error = 0.2265625
Iteration no. 658, lr = 0.235298, attribute lr =0.02, average batch_loss = 0.468517254388, Training Error = 0.228515625
Iteration no. 659, lr = 0.235298, attribute lr =0.02, average batch_loss = 0.4248984365313, Training Error = 0.1796875
Iteration no. 660, lr = 0.235298, attribute lr =0.02, average batch_loss = 0.41669039920153, Training Error = 0.19140625
Iteration no. 661, lr = 0.235298, attribute lr =0.02, average batch_loss = 0.43573749100518, Training Error = 0.203125
Iteration no. 662, lr = 0.235298, attribute lr =0.02, average batch_loss = 0.46710433627944, Training Error = 0.234375
Iteration no. 663, lr = 0.235298, attribute lr =0.02, average batch_loss = 0.44854303397826, Training Error = 0.2265625
Iteration no. 664, lr = 0.235298, attribute lr =0.02, average batch_loss = 0.45729709032196, Training Error = 0.21484375
Iteration no. 665, lr = 0.235298, attribute lr =0.02, average batch_loss = 0.4079420960114, Training Error = 0.181640625
Iteration no. 666, lr = 0.235298, attribute lr =0.02, average batch_loss = 0.40581800975699, Training Error = 0.171875
Iteration no. 667, lr = 0.235298, attribute lr =0.02, average batch_loss = 0.43531698732367, Training Error = 0.205078125
Iteration no. 668, lr = 0.235298, attribute lr =0.02, average batch_loss = 0.42381376187555, Training Error = 0.193359375
Iteration no. 669, lr = 0.235298, attribute lr =0.02, average batch_loss = 0.42850472926934, Training Error = 0.201171875
Iteration no. 670, lr = 0.235298, attribute lr =0.02, average batch_loss = 0.41988034005891, Training Error = 0.197265625
Iteration no. 671, lr = 0.235298, attribute lr =0.02, average batch_loss = 0.46867720488321, Training Error = 0.224609375
Iteration no. 672, lr = 0.235298, attribute lr =0.02, average batch_loss = 0.408043220059, Training Error = 0.19921875
Iteration no. 673, lr = 0.235298, attribute lr =0.02, average batch_loss = 0.45501996078372, Training Error = 0.208984375
Iteration no. 674, lr = 0.235298, attribute lr =0.02, average batch_loss = 0.43088350116377, Training Error = 0.203125
Iteration no. 675, lr = 0.235298, attribute lr =0.02, average batch_loss = 0.47200164945798, Training Error = 0.23046875
Iteration no. 676, lr = 0.235298, attribute lr =0.02, average batch_loss = 0.4432330085306, Training Error = 0.21484375
Iteration no. 677, lr = 0.235298, attribute lr =0.02, average batch_loss = 0.44358050230842, Training Error = 0.19921875
Iteration no. 678, lr = 0.235298, attribute lr =0.02, average batch_loss = 0.44964876049686, Training Error = 0.21875
Iteration no. 679, lr = 0.235298, attribute lr =0.02, average batch_loss = 0.44749708337563, Training Error = 0.197265625
Iteration no. 680, lr = 0.235298, attribute lr =0.02, average batch_loss = 0.4244763365914, Training Error = 0.19140625
Iteration no. 681, lr = 0.235298, attribute lr =0.02, average batch_loss = 0.427268397877, Training Error = 0.205078125
Iteration no. 682, lr = 0.235298, attribute lr =0.02, average batch_loss = 0.45918344008131, Training Error = 0.22265625
Iteration no. 683, lr = 0.235298, attribute lr =0.02, average batch_loss = 0.40850063179206, Training Error = 0.1796875
Iteration no. 684, lr = 0.235298, attribute lr =0.02, average batch_loss = 0.45625653600777, Training Error = 0.197265625
Iteration no. 685, lr = 0.235298, attribute lr =0.02, average batch_loss = 0.4289269562617, Training Error = 0.203125
Iteration no. 686, lr = 0.235298, attribute lr =0.02, average batch_loss = 0.44624619081299, Training Error = 0.20703125
Iteration no. 687, lr = 0.235298, attribute lr =0.02, average batch_loss = 0.51337820498767, Training Error = 0.244140625
Iteration no. 688, lr = 0.235298, attribute lr =0.02, average batch_loss = 0.41593410465603, Training Error = 0.181640625
Iteration no. 689, lr = 0.235298, attribute lr =0.02, average batch_loss = 0.42258057609467, Training Error = 0.193359375
Iteration no. 690, lr = 0.235298, attribute lr =0.02, average batch_loss = 0.49776496747662, Training Error = 0.234375
Iteration no. 691, lr = 0.235298, attribute lr =0.02, average batch_loss = 0.47157958677883, Training Error = 0.220703125
Iteration no. 692, lr = 0.235298, attribute lr =0.02, average batch_loss = 0.43349982030174, Training Error = 0.2109375
Iteration no. 693, lr = 0.235298, attribute lr =0.02, average batch_loss = 0.45909484960503, Training Error = 0.20703125
Iteration no. 694, lr = 0.235298, attribute lr =0.02, average batch_loss = 0.47288729675889, Training Error = 0.228515625
Iteration no. 695, lr = 0.235298, attribute lr =0.02, average batch_loss = 0.43329540082097, Training Error = 0.19921875
Iteration no. 696, lr = 0.235298, attribute lr =0.02, average batch_loss = 0.42856604146184, Training Error = 0.201171875
Iteration no. 697, lr = 0.235298, attribute lr =0.02, average batch_loss = 0.42593233598472, Training Error = 0.205078125
Iteration no. 698, lr = 0.235298, attribute lr =0.02, average batch_loss = 0.43001254937446, Training Error = 0.21484375
Iteration no. 699, lr = 0.235298, attribute lr =0.02, average batch_loss = 0.43216927237689, Training Error = 0.19921875
Iteration no. 700, lr = 0.235298, attribute lr =0.02, average batch_loss = 0.43173326649949, Training Error = 0.20703125
Testing... average test_loss = 1.156456551139, average test_pred_err = 0.479
Snapshotting C_model... done
Iteration no. 701, lr = 0.1647086, attribute lr =0.02, average batch_loss = 0.4485876633736, Training Error = 0.2265625
Iteration no. 702, lr = 0.1647086, attribute lr =0.02, average batch_loss = 0.45471592749751, Training Error = 0.203125
Iteration no. 703, lr = 0.1647086, attribute lr =0.02, average batch_loss = 0.42922836955147, Training Error = 0.197265625
Iteration no. 704, lr = 0.1647086, attribute lr =0.02, average batch_loss = 0.43217446140512, Training Error = 0.201171875
Iteration no. 705, lr = 0.1647086, attribute lr =0.02, average batch_loss = 0.47041774702016, Training Error = 0.232421875
Iteration no. 706, lr = 0.1647086, attribute lr =0.02, average batch_loss = 0.46382507435416, Training Error = 0.23046875
Iteration no. 707, lr = 0.1647086, attribute lr =0.02, average batch_loss = 0.46787286902925, Training Error = 0.21875
Iteration no. 708, lr = 0.1647086, attribute lr =0.02, average batch_loss = 0.44976858814207, Training Error = 0.2109375
Iteration no. 709, lr = 0.1647086, attribute lr =0.02, average batch_loss = 0.45080934008548, Training Error = 0.2109375
Iteration no. 710, lr = 0.1647086, attribute lr =0.02, average batch_loss = 0.44112867110177, Training Error = 0.203125
Iteration no. 711, lr = 0.1647086, attribute lr =0.02, average batch_loss = 0.42548371869369, Training Error = 0.2109375
Iteration no. 712, lr = 0.1647086, attribute lr =0.02, average batch_loss = 0.43514114500237, Training Error = 0.228515625
Iteration no. 713, lr = 0.1647086, attribute lr =0.02, average batch_loss = 0.42304374643815, Training Error = 0.1796875
Iteration no. 714, lr = 0.1647086, attribute lr =0.02, average batch_loss = 0.49182187582415, Training Error = 0.23046875
Iteration no. 715, lr = 0.1647086, attribute lr =0.02, average batch_loss = 0.45282716171329, Training Error = 0.2109375
Iteration no. 716, lr = 0.1647086, attribute lr =0.02, average batch_loss = 0.44250158095047, Training Error = 0.212890625
Iteration no. 717, lr = 0.1647086, attribute lr =0.02, average batch_loss = 0.42903831086691, Training Error = 0.1953125
Iteration no. 718, lr = 0.1647086, attribute lr =0.02, average batch_loss = 0.44144657785568, Training Error = 0.19921875
Iteration no. 719, lr = 0.1647086, attribute lr =0.02, average batch_loss = 0.47161517244941, Training Error = 0.23046875
Iteration no. 720, lr = 0.1647086, attribute lr =0.02, average batch_loss = 0.46286116098829, Training Error = 0.216796875
Iteration no. 721, lr = 0.1647086, attribute lr =0.02, average batch_loss = 0.42949416166604, Training Error = 0.189453125
Iteration no. 722, lr = 0.1647086, attribute lr =0.02, average batch_loss = 0.41285090894354, Training Error = 0.189453125
Iteration no. 723, lr = 0.1647086, attribute lr =0.02, average batch_loss = 0.45052520775428, Training Error = 0.22265625
Iteration no. 724, lr = 0.1647086, attribute lr =0.02, average batch_loss = 0.47022292254071, Training Error = 0.220703125
Iteration no. 725, lr = 0.1647086, attribute lr =0.02, average batch_loss = 0.45019452159787, Training Error = 0.22265625
Iteration no. 726, lr = 0.1647086, attribute lr =0.02, average batch_loss = 0.48276501082336, Training Error = 0.2421875
Iteration no. 727, lr = 0.1647086, attribute lr =0.02, average batch_loss = 0.39294889065267, Training Error = 0.173828125
Iteration no. 728, lr = 0.1647086, attribute lr =0.02, average batch_loss = 0.47339551337702, Training Error = 0.2265625
Iteration no. 729, lr = 0.1647086, attribute lr =0.02, average batch_loss = 0.43029511115922, Training Error = 0.203125
Iteration no. 730, lr = 0.1647086, attribute lr =0.02, average batch_loss = 0.410368845505, Training Error = 0.18359375
Iteration no. 731, lr = 0.1647086, attribute lr =0.02, average batch_loss = 0.43647663302488, Training Error = 0.19140625
Iteration no. 732, lr = 0.1647086, attribute lr =0.02, average batch_loss = 0.44051687720164, Training Error = 0.208984375
Iteration no. 733, lr = 0.1647086, attribute lr =0.02, average batch_loss = 0.3973191121673, Training Error = 0.169921875
Iteration no. 734, lr = 0.1647086, attribute lr =0.02, average batch_loss = 0.44638344736295, Training Error = 0.19921875
Iteration no. 735, lr = 0.1647086, attribute lr =0.02, average batch_loss = 0.48224636654481, Training Error = 0.23046875
Iteration no. 736, lr = 0.1647086, attribute lr =0.02, average batch_loss = 0.40612869281962, Training Error = 0.208984375
Iteration no. 737, lr = 0.1647086, attribute lr =0.02, average batch_loss = 0.4500130783543, Training Error = 0.205078125
Iteration no. 738, lr = 0.1647086, attribute lr =0.02, average batch_loss = 0.48424356808706, Training Error = 0.2421875
Iteration no. 739, lr = 0.1647086, attribute lr =0.02, average batch_loss = 0.42558775783272, Training Error = 0.189453125
Iteration no. 740, lr = 0.1647086, attribute lr =0.02, average batch_loss = 0.41803572060033, Training Error = 0.1875
Iteration no. 741, lr = 0.1647086, attribute lr =0.02, average batch_loss = 0.44664097259885, Training Error = 0.220703125
Iteration no. 742, lr = 0.1647086, attribute lr =0.02, average batch_loss = 0.4564908774901, Training Error = 0.224609375
Iteration no. 743, lr = 0.1647086, attribute lr =0.02, average batch_loss = 0.41700859987866, Training Error = 0.20703125
Iteration no. 744, lr = 0.1647086, attribute lr =0.02, average batch_loss = 0.449721896171, Training Error = 0.212890625
Iteration no. 745, lr = 0.1647086, attribute lr =0.02, average batch_loss = 0.44359743232745, Training Error = 0.205078125
Iteration no. 746, lr = 0.1647086, attribute lr =0.02, average batch_loss = 0.42620982878034, Training Error = 0.181640625
