Loading pretrained model... done
Testing... average test_loss = 7.1997453351198, average test_pred_err = 0.499
Iteration no. 1, lr = 2, attribute lr =0.02, average batch_loss = 8.0206241799606, Training Error = 0.48828125
Iteration no. 1541, lr = 0.009495123019886, attribute lr =9.495123019886e-05, average batch_loss = 0.48699970630395, Training Error = 0.240234375
Iteration no. 1542, lr = 0.009495123019886, attribute lr =9.495123019886e-05, average batch_loss = 0.49378998383098, Training Error = 0.2421875
Iteration no. 1543, lr = 0.009495123019886, attribute lr =9.495123019886e-05, average batch_loss = 0.47102108051729, Training Error = 0.240234375
Iteration no. 1544, lr = 0.009495123019886, attribute lr =9.495123019886e-05, average batch_loss = 0.4846070878054, Training Error = 0.244140625
Iteration no. 1545, lr = 0.009495123019886, attribute lr =9.495123019886e-05, average batch_loss = 0.50304627346206, Training Error = 0.22265625
Iteration no. 1546, lr = 0.009495123019886, attribute lr =9.495123019886e-05, average batch_loss = 0.52317566749425, Training Error = 0.244140625
Iteration no. 1547, lr = 0.009495123019886, attribute lr =9.495123019886e-05, average batch_loss = 0.4940825273985, Training Error = 0.2578125
Iteration no. 1548, lr = 0.009495123019886, attribute lr =9.495123019886e-05, average batch_loss = 0.49288215337168, Training Error = 0.2421875
Iteration no. 1549, lr = 0.009495123019886, attribute lr =9.495123019886e-05, average batch_loss = 0.50662850739174, Training Error = 0.26171875
Iteration no. 1550, lr = 0.009495123019886, attribute lr =9.495123019886e-05, average batch_loss = 0.51749247222252, Training Error = 0.248046875
Testing... average test_loss = 0.93651486323177, average test_pred_err = 0.485
Iteration no. 1551, lr = 0.009495123019886, attribute lr =9.495123019886e-05, average batch_loss = 0.50308188273466, Training Error = 0.265625
Iteration no. 1552, lr = 0.009495123019886, attribute lr =9.495123019886e-05, average batch_loss = 0.52746424979694, Training Error = 0.25
Iteration no. 1553, lr = 0.009495123019886, attribute lr =9.495123019886e-05, average batch_loss = 0.4873682286308, Training Error = 0.244140625
Iteration no. 1554, lr = 0.009495123019886, attribute lr =9.495123019886e-05, average batch_loss = 0.52783662694077, Training Error = 0.28125
Iteration no. 1555, lr = 0.009495123019886, attribute lr =9.495123019886e-05, average batch_loss = 0.49152181423236, Training Error = 0.240234375
Iteration no. 1556, lr = 0.009495123019886, attribute lr =9.495123019886e-05, average batch_loss = 0.51204577397183, Training Error = 0.26171875
Iteration no. 1557, lr = 0.009495123019886, attribute lr =9.495123019886e-05, average batch_loss = 0.48490705358581, Training Error = 0.21875
Iteration no. 1558, lr = 0.009495123019886, attribute lr =9.495123019886e-05, average batch_loss = 0.51264863280397, Training Error = 0.2578125
Iteration no. 1559, lr = 0.009495123019886, attribute lr =9.495123019886e-05, average batch_loss = 0.47682875166655, Training Error = 0.234375
Iteration no. 1560, lr = 0.009495123019886, attribute lr =9.495123019886e-05, average batch_loss = 0.49554595761916, Training Error = 0.2734375
Iteration no. 1561, lr = 0.009495123019886, attribute lr =9.495123019886e-05, average batch_loss = 0.50447509248726, Training Error = 0.259765625
Iteration no. 1562, lr = 0.009495123019886, attribute lr =9.495123019886e-05, average batch_loss = 0.47180793968572, Training Error = 0.2265625
Iteration no. 1563, lr = 0.009495123019886, attribute lr =9.495123019886e-05, average batch_loss = 0.52371541263144, Training Error = 0.28515625
Iteration no. 1564, lr = 0.009495123019886, attribute lr =9.495123019886e-05, average batch_loss = 0.45733757316157, Training Error = 0.216796875
Iteration no. 1565, lr = 0.009495123019886, attribute lr =9.495123019886e-05, average batch_loss = 0.48826964022474, Training Error = 0.240234375
Iteration no. 1566, lr = 0.009495123019886, attribute lr =9.495123019886e-05, average batch_loss = 0.50589560343355, Training Error = 0.26171875
Iteration no. 1567, lr = 0.009495123019886, attribute lr =9.495123019886e-05, average batch_loss = 0.51062087427202, Training Error = 0.259765625
Iteration no. 1568, lr = 0.009495123019886, attribute lr =9.495123019886e-05, average batch_loss = 0.49446460673038, Training Error = 0.25
Iteration no. 1569, lr = 0.009495123019886, attribute lr =9.495123019886e-05, average batch_loss = 0.50690791611779, Training Error = 0.2578125
Iteration no. 1570, lr = 0.009495123019886, attribute lr =9.495123019886e-05, average batch_loss = 0.50793679116683, Training Error = 0.265625
Iteration no. 1571, lr = 0.009495123019886, attribute lr =9.495123019886e-05, average batch_loss = 0.49815177394983, Training Error = 0.25
Iteration no. 1572, lr = 0.009495123019886, attribute lr =9.495123019886e-05, average batch_loss = 0.49689205326663, Training Error = 0.2421875
Iteration no. 1573, lr = 0.009495123019886, attribute lr =9.495123019886e-05, average batch_loss = 0.46632651077993, Training Error = 0.23828125
Iteration no. 1574, lr = 0.009495123019886, attribute lr =9.495123019886e-05, average batch_loss = 0.48847368059481, Training Error = 0.251953125
Iteration no. 1575, lr = 0.009495123019886, attribute lr =9.495123019886e-05, average batch_loss = 0.47502402282241, Training Error = 0.205078125
Iteration no. 1576, lr = 0.009495123019886, attribute lr =9.495123019886e-05, average batch_loss = 0.48112220642601, Training Error = 0.216796875
Iteration no. 1577, lr = 0.009495123019886, attribute lr =9.495123019886e-05, average batch_loss = 0.53399363475308, Training Error = 0.267578125
Iteration no. 1578, lr = 0.009495123019886, attribute lr =9.495123019886e-05, average batch_loss = 0.52683290909927, Training Error = 0.24609375
Iteration no. 1579, lr = 0.009495123019886, attribute lr =9.495123019886e-05, average batch_loss = 0.52564670497546, Training Error = 0.26171875
Iteration no. 1580, lr = 0.009495123019886, attribute lr =9.495123019886e-05, average batch_loss = 0.5014256980641, Training Error = 0.259765625
Iteration no. 1581, lr = 0.009495123019886, attribute lr =9.495123019886e-05, average batch_loss = 0.49489767677488, Training Error = 0.251953125
Iteration no. 1582, lr = 0.009495123019886, attribute lr =9.495123019886e-05, average batch_loss = 0.50003011166437, Training Error = 0.251953125
Iteration no. 1583, lr = 0.009495123019886, attribute lr =9.495123019886e-05, average batch_loss = 0.49644197718923, Training Error = 0.251953125
Iteration no. 1584, lr = 0.009495123019886, attribute lr =9.495123019886e-05, average batch_loss = 0.49625173225415, Training Error = 0.23046875
Iteration no. 1585, lr = 0.009495123019886, attribute lr =9.495123019886e-05, average batch_loss = 0.48902880647128, Training Error = 0.22265625
Iteration no. 1586, lr = 0.009495123019886, attribute lr =9.495123019886e-05, average batch_loss = 0.51279767985264, Training Error = 0.25390625
Iteration no. 1587, lr = 0.009495123019886, attribute lr =9.495123019886e-05, average batch_loss = 0.47279507266574, Training Error = 0.2265625
Iteration no. 1588, lr = 0.009495123019886, attribute lr =9.495123019886e-05, average batch_loss = 0.45322906495343, Training Error = 0.205078125
Iteration no. 1589, lr = 0.009495123019886, attribute lr =9.495123019886e-05, average batch_loss = 0.5156976785175, Training Error = 0.287109375
Iteration no. 1590, lr = 0.009495123019886, attribute lr =9.495123019886e-05, average batch_loss = 0.48049948632736, Training Error = 0.263671875
Iteration no. 1591, lr = 0.009495123019886, attribute lr =9.495123019886e-05, average batch_loss = 0.50088875761643, Training Error = 0.255859375
Iteration no. 1592, lr = 0.009495123019886, attribute lr =9.495123019886e-05, average batch_loss = 0.52953247262527, Training Error = 0.26953125
Iteration no. 1593, lr = 0.009495123019886, attribute lr =9.495123019886e-05, average batch_loss = 0.53120664569922, Training Error = 0.259765625
Iteration no. 1594, lr = 0.009495123019886, attribute lr =9.495123019886e-05, average batch_loss = 0.50260979446336, Training Error = 0.265625
Iteration no. 1595, lr = 0.009495123019886, attribute lr =9.495123019886e-05, average batch_loss = 0.47974905324365, Training Error = 0.2421875
Iteration no. 1596, lr = 0.009495123019886, attribute lr =9.495123019886e-05, average batch_loss = 0.50663216310483, Training Error = 0.255859375
Iteration no. 1597, lr = 0.009495123019886, attribute lr =9.495123019886e-05, average batch_loss = 0.51423970973005, Training Error = 0.244140625
Iteration no. 1598, lr = 0.009495123019886, attribute lr =9.495123019886e-05, average batch_loss = 0.50761744360371, Training Error = 0.255859375
Iteration no. 1599, lr = 0.009495123019886, attribute lr =9.495123019886e-05, average batch_loss = 0.51861585684474, Training Error = 0.259765625
Iteration no. 1600, lr = 0.009495123019886, attribute lr =9.495123019886e-05, average batch_loss = 0.51035292762501, Training Error = 0.275390625
Testing... average test_loss = 0.98744609821062, average test_pred_err = 0.491
Snapshotting C_model... done
Iteration no. 1601, lr = 0.0066465861139202, attribute lr =6.6465861139202e-05, average batch_loss = 0.51607943403695, Training Error = 0.267578125
Iteration no. 1602, lr = 0.0066465861139202, attribute lr =6.6465861139202e-05, average batch_loss = 0.51661467676422, Training Error = 0.283203125
Iteration no. 1603, lr = 0.0066465861139202, attribute lr =6.6465861139202e-05, average batch_loss = 0.51744649215593, Training Error = 0.265625
Iteration no. 1604, lr = 0.0066465861139202, attribute lr =6.6465861139202e-05, average batch_loss = 0.5065518176742, Training Error = 0.240234375
Iteration no. 1605, lr = 0.0066465861139202, attribute lr =6.6465861139202e-05, average batch_loss = 0.49842404568497, Training Error = 0.248046875
Iteration no. 1606, lr = 0.0066465861139202, attribute lr =6.6465861139202e-05, average batch_loss = 0.47387490568261, Training Error = 0.220703125
Iteration no. 1607, lr = 0.0066465861139202, attribute lr =6.6465861139202e-05, average batch_loss = 0.47086116264695, Training Error = 0.224609375
Iteration no. 1608, lr = 0.0066465861139202, attribute lr =6.6465861139202e-05, average batch_loss = 0.52255089678439, Training Error = 0.26953125
Iteration no. 1609, lr = 0.0066465861139202, attribute lr =6.6465861139202e-05, average batch_loss = 0.51594536497965, Training Error = 0.2734375
Iteration no. 1610, lr = 0.0066465861139202, attribute lr =6.6465861139202e-05, average batch_loss = 0.4972176715385, Training Error = 0.24609375
Iteration no. 1611, lr = 0.0066465861139202, attribute lr =6.6465861139202e-05, average batch_loss = 0.4978459738733, Training Error = 0.248046875
Iteration no. 1612, lr = 0.0066465861139202, attribute lr =6.6465861139202e-05, average batch_loss = 0.47764474979566, Training Error = 0.224609375
Iteration no. 1613, lr = 0.0066465861139202, attribute lr =6.6465861139202e-05, average batch_loss = 0.52023989339104, Training Error = 0.2734375
Iteration no. 1614, lr = 0.0066465861139202, attribute lr =6.6465861139202e-05, average batch_loss = 0.5178498549269, Training Error = 0.263671875
Iteration no. 1615, lr = 0.0066465861139202, attribute lr =6.6465861139202e-05, average batch_loss = 0.52269513008192, Training Error = 0.28515625
Iteration no. 1616, lr = 0.0066465861139202, attribute lr =6.6465861139202e-05, average batch_loss = 0.50113033835734, Training Error = 0.2421875
Iteration no. 1617, lr = 0.0066465861139202, attribute lr =6.6465861139202e-05, average batch_loss = 0.51171536308625, Training Error = 0.255859375
Iteration no. 1618, lr = 0.0066465861139202, attribute lr =6.6465861139202e-05, average batch_loss = 0.46440755802116, Training Error = 0.23046875
Iteration no. 1619, lr = 0.0066465861139202, attribute lr =6.6465861139202e-05, average batch_loss = 0.47020872656236, Training Error = 0.2265625
Iteration no. 1620, lr = 0.0066465861139202, attribute lr =6.6465861139202e-05, average batch_loss = 0.53293638908842, Training Error = 0.279296875
Iteration no. 1621, lr = 0.0066465861139202, attribute lr =6.6465861139202e-05, average batch_loss = 0.45600032201962, Training Error = 0.212890625
Iteration no. 1622, lr = 0.0066465861139202, attribute lr =6.6465861139202e-05, average batch_loss = 0.50251180213892, Training Error = 0.2578125
Iteration no. 1623, lr = 0.0066465861139202, attribute lr =6.6465861139202e-05, average batch_loss = 0.50757794191124, Training Error = 0.248046875
Iteration no. 1624, lr = 0.0066465861139202, attribute lr =6.6465861139202e-05, average batch_loss = 0.4888975561668, Training Error = 0.232421875
Iteration no. 1625, lr = 0.0066465861139202, attribute lr =6.6465861139202e-05, average batch_loss = 0.50225550468697, Training Error = 0.234375
Iteration no. 1626, lr = 0.0066465861139202, attribute lr =6.6465861139202e-05, average batch_loss = 0.49539355445177, Training Error = 0.248046875
Iteration no. 1627, lr = 0.0066465861139202, attribute lr =6.6465861139202e-05, average batch_loss = 0.52448856984781, Training Error = 0.267578125
Iteration no. 1628, lr = 0.0066465861139202, attribute lr =6.6465861139202e-05, average batch_loss = 0.47603279085953, Training Error = 0.2265625
Iteration no. 1629, lr = 0.0066465861139202, attribute lr =6.6465861139202e-05, average batch_loss = 0.46404747207638, Training Error = 0.208984375
Iteration no. 1630, lr = 0.0066465861139202, attribute lr =6.6465861139202e-05, average batch_loss = 0.48987188165552, Training Error = 0.251953125
Iteration no. 1631, lr = 0.0066465861139202, attribute lr =6.6465861139202e-05, average batch_loss = 0.49792871022597, Training Error = 0.25390625
Iteration no. 1632, lr = 0.0066465861139202, attribute lr =6.6465861139202e-05, average batch_loss = 0.51102386450354, Training Error = 0.232421875
Iteration no. 1633, lr = 0.0066465861139202, attribute lr =6.6465861139202e-05, average batch_loss = 0.53200871913994, Training Error = 0.26953125
Iteration no. 1634, lr = 0.0066465861139202, attribute lr =6.6465861139202e-05, average batch_loss = 0.52085856585703, Training Error = 0.283203125
Iteration no. 1635, lr = 0.0066465861139202, attribute lr =6.6465861139202e-05, average batch_loss = 0.51485553420494, Training Error = 0.271484375
Iteration no. 1636, lr = 0.0066465861139202, attribute lr =6.6465861139202e-05, average batch_loss = 0.5295341538836, Training Error = 0.2734375
Iteration no. 1637, lr = 0.0066465861139202, attribute lr =6.6465861139202e-05, average batch_loss = 0.52438283414026, Training Error = 0.28125
Iteration no. 1638, lr = 0.0066465861139202, attribute lr =6.6465861139202e-05, average batch_loss = 0.51360538503415, Training Error = 0.275390625
Iteration no. 1639, lr = 0.0066465861139202, attribute lr =6.6465861139202e-05, average batch_loss = 0.52977350402896, Training Error = 0.28515625
Iteration no. 1640, lr = 0.0066465861139202, attribute lr =6.6465861139202e-05, average batch_loss = 0.52335350924764, Training Error = 0.267578125
Iteration no. 1641, lr = 0.0066465861139202, attribute lr =6.6465861139202e-05, average batch_loss = 0.49078175101734, Training Error = 0.263671875
Iteration no. 1642, lr = 0.0066465861139202, attribute lr =6.6465861139202e-05, average batch_loss = 0.50979028227853, Training Error = 0.259765625
Iteration no. 1643, lr = 0.0066465861139202, attribute lr =6.6465861139202e-05, average batch_loss = 0.47972823979041, Training Error = 0.240234375
Iteration no. 1644, lr = 0.0066465861139202, attribute lr =6.6465861139202e-05, average batch_loss = 0.47591568703561, Training Error = 0.236328125
Iteration no. 1645, lr = 0.0066465861139202, attribute lr =6.6465861139202e-05, average batch_loss = 0.46687520461352, Training Error = 0.212890625
Iteration no. 1646, lr = 0.0066465861139202, attribute lr =6.6465861139202e-05, average batch_loss = 0.51735068424317, Training Error = 0.267578125
Iteration no. 1647, lr = 0.0066465861139202, attribute lr =6.6465861139202e-05, average batch_loss = 0.50711949038024, Training Error = 0.27734375
Iteration no. 1648, lr = 0.0066465861139202, attribute lr =6.6465861139202e-05, average batch_loss = 0.49820353292805, Training Error = 0.248046875
Iteration no. 1649, lr = 0.0066465861139202, attribute lr =6.6465861139202e-05, average batch_loss = 0.49377875747607, Training Error = 0.232421875
Iteration no. 1650, lr = 0.0066465861139202, attribute lr =6.6465861139202e-05, average batch_loss = 0.52654218472921, Training Error = 0.25
Testing... average test_loss = 0.95329709076263, average test_pred_err = 0.48
Iteration no. 1651, lr = 0.0066465861139202, attribute lr =6.6465861139202e-05, average batch_loss = 0.50288089738106, Training Error = 0.251953125
Iteration no. 1652, lr = 0.0066465861139202, attribute lr =6.6465861139202e-05, average batch_loss = 0.47037625796344, Training Error = 0.224609375
Iteration no. 1653, lr = 0.0066465861139202, attribute lr =6.6465861139202e-05, average batch_loss = 0.49357204500372, Training Error = 0.244140625
Iteration no. 1654, lr = 0.0066465861139202, attribute lr =6.6465861139202e-05, average batch_loss = 0.49072617828702, Training Error = 0.25
Iteration no. 1655, lr = 0.0066465861139202, attribute lr =6.6465861139202e-05, average batch_loss = 0.51850297288611, Training Error = 0.265625
Iteration no. 1656, lr = 0.0066465861139202, attribute lr =6.6465861139202e-05, average batch_loss = 0.46068277782011, Training Error = 0.19921875
Iteration no. 1657, lr = 0.0066465861139202, attribute lr =6.6465861139202e-05, average batch_loss = 0.48080684944078, Training Error = 0.234375
Iteration no. 1658, lr = 0.0066465861139202, attribute lr =6.6465861139202e-05, average batch_loss = 0.52356218635795, Training Error = 0.2578125
Iteration no. 1659, lr = 0.0066465861139202, attribute lr =6.6465861139202e-05, average batch_loss = 0.49526189385657, Training Error = 0.255859375
Iteration no. 1660, lr = 0.0066465861139202, attribute lr =6.6465861139202e-05, average batch_loss = 0.4876740887322, Training Error = 0.234375
Iteration no. 1661, lr = 0.0066465861139202, attribute lr =6.6465861139202e-05, average batch_loss = 0.49737262382319, Training Error = 0.2421875
Iteration no. 1662, lr = 0.0066465861139202, attribute lr =6.6465861139202e-05, average batch_loss = 0.51327851279697, Training Error = 0.26953125
Iteration no. 1663, lr = 0.0066465861139202, attribute lr =6.6465861139202e-05, average batch_loss = 0.50959082208209, Training Error = 0.263671875
Iteration no. 1664, lr = 0.0066465861139202, attribute lr =6.6465861139202e-05, average batch_loss = 0.49918479394883, Training Error = 0.244140625
Iteration no. 1665, lr = 0.0066465861139202, attribute lr =6.6465861139202e-05, average batch_loss = 0.51048621618947, Training Error = 0.25
Iteration no. 1666, lr = 0.0066465861139202, attribute lr =6.6465861139202e-05, average batch_loss = 0.50670318111408, Training Error = 0.2578125
Iteration no. 1667, lr = 0.0066465861139202, attribute lr =6.6465861139202e-05, average batch_loss = 0.52754534753756, Training Error = 0.265625
Iteration no. 1668, lr = 0.0066465861139202, attribute lr =6.6465861139202e-05, average batch_loss = 0.49944825609392, Training Error = 0.25
Iteration no. 1669, lr = 0.0066465861139202, attribute lr =6.6465861139202e-05, average batch_loss = 0.48166650281729, Training Error = 0.2265625
Iteration no. 1670, lr = 0.0066465861139202, attribute lr =6.6465861139202e-05, average batch_loss = 0.48783062793545, Training Error = 0.232421875
Iteration no. 1671, lr = 0.0066465861139202, attribute lr =6.6465861139202e-05, average batch_loss = 0.51338413586597, Training Error = 0.25
Iteration no. 1672, lr = 0.0066465861139202, attribute lr =6.6465861139202e-05, average batch_loss = 0.49742762962332, Training Error = 0.236328125
Iteration no. 1673, lr = 0.0066465861139202, attribute lr =6.6465861139202e-05, average batch_loss = 0.49049252977988, Training Error = 0.232421875
Iteration no. 1674, lr = 0.0066465861139202, attribute lr =6.6465861139202e-05, average batch_loss = 0.54512687445184, Training Error = 0.30078125
Iteration no. 1675, lr = 0.0066465861139202, attribute lr =6.6465861139202e-05, average batch_loss = 0.53909400655666, Training Error = 0.287109375
Iteration no. 1676, lr = 0.0066465861139202, attribute lr =6.6465861139202e-05, average batch_loss = 0.51592282484143, Training Error = 0.265625
Iteration no. 1677, lr = 0.0066465861139202, attribute lr =6.6465861139202e-05, average batch_loss = 0.49451947542957, Training Error = 0.236328125
Iteration no. 1678, lr = 0.0066465861139202, attribute lr =6.6465861139202e-05, average batch_loss = 0.45664700996128, Training Error = 0.2109375
Iteration no. 1679, lr = 0.0066465861139202, attribute lr =6.6465861139202e-05, average batch_loss = 0.52437140985447, Training Error = 0.27734375
Iteration no. 1680, lr = 0.0066465861139202, attribute lr =6.6465861139202e-05, average batch_loss = 0.52467184538605, Training Error = 0.263671875
Iteration no. 1681, lr = 0.0066465861139202, attribute lr =6.6465861139202e-05, average batch_loss = 0.49625793443354, Training Error = 0.240234375
Iteration no. 1682, lr = 0.0066465861139202, attribute lr =6.6465861139202e-05, average batch_loss = 0.48382021775301, Training Error = 0.22265625
Iteration no. 1683, lr = 0.0066465861139202, attribute lr =6.6465861139202e-05, average batch_loss = 0.49313909338457, Training Error = 0.25390625
Iteration no. 1684, lr = 0.0066465861139202, attribute lr =6.6465861139202e-05, average batch_loss = 0.4738758308533, Training Error = 0.21875
Iteration no. 1685, lr = 0.0066465861139202, attribute lr =6.6465861139202e-05, average batch_loss = 0.49414049494148, Training Error = 0.26953125
Iteration no. 1686, lr = 0.0066465861139202, attribute lr =6.6465861139202e-05, average batch_loss = 0.49917543906408, Training Error = 0.265625
Iteration no. 1687, lr = 0.0066465861139202, attribute lr =6.6465861139202e-05, average batch_loss = 0.5173225494592, Training Error = 0.27734375
Iteration no. 1688, lr = 0.0066465861139202, attribute lr =6.6465861139202e-05, average batch_loss = 0.51992069590624, Training Error = 0.255859375
Iteration no. 1689, lr = 0.0066465861139202, attribute lr =6.6465861139202e-05, average batch_loss = 0.46829998481612, Training Error = 0.203125
Iteration no. 1690, lr = 0.0066465861139202, attribute lr =6.6465861139202e-05, average batch_loss = 0.48879751503382, Training Error = 0.22265625
Iteration no. 1691, lr = 0.0066465861139202, attribute lr =6.6465861139202e-05, average batch_loss = 0.53550249292093, Training Error = 0.27734375
Iteration no. 1692, lr = 0.0066465861139202, attribute lr =6.6465861139202e-05, average batch_loss = 0.48315895326541, Training Error = 0.228515625
Iteration no. 1693, lr = 0.0066465861139202, attribute lr =6.6465861139202e-05, average batch_loss = 0.51741625515568, Training Error = 0.271484375
Iteration no. 1694, lr = 0.0066465861139202, attribute lr =6.6465861139202e-05, average batch_loss = 0.47342021571749, Training Error = 0.236328125
Iteration no. 1695, lr = 0.0066465861139202, attribute lr =6.6465861139202e-05, average batch_loss = 0.50058096564651, Training Error = 0.25390625
Iteration no. 1696, lr = 0.0066465861139202, attribute lr =6.6465861139202e-05, average batch_loss = 0.50846181210561, Training Error = 0.265625
Iteration no. 1697, lr = 0.0066465861139202, attribute lr =6.6465861139202e-05, average batch_loss = 0.47587713005804, Training Error = 0.22265625
Iteration no. 1698, lr = 0.0066465861139202, attribute lr =6.6465861139202e-05, average batch_loss = 0.49864789339601, Training Error = 0.240234375
Iteration no. 1699, lr = 0.0066465861139202, attribute lr =6.6465861139202e-05, average batch_loss = 0.47498033770939, Training Error = 0.23828125
Iteration no. 1700, lr = 0.0066465861139202, attribute lr =6.6465861139202e-05, average batch_loss = 0.5159009524236, Training Error = 0.255859375
Testing... average test_loss = 0.8828377571905, average test_pred_err = 0.461
Snapshotting C_model... done
Iteration no. 1701, lr = 0.0046526102797441, attribute lr =4.6526102797441e-05, average batch_loss = 0.45686444085735, Training Error = 0.21484375
Iteration no. 1702, lr = 0.0046526102797441, attribute lr =4.6526102797441e-05, average batch_loss = 0.48126230886407, Training Error = 0.234375
Iteration no. 1703, lr = 0.0046526102797441, attribute lr =4.6526102797441e-05, average batch_loss = 0.50364651080131, Training Error = 0.25
Iteration no. 1704, lr = 0.0046526102797441, attribute lr =4.6526102797441e-05, average batch_loss = 0.48227483771004, Training Error = 0.24609375
Iteration no. 1705, lr = 0.0046526102797441, attribute lr =4.6526102797441e-05, average batch_loss = 0.47605923858217, Training Error = 0.2265625
Iteration no. 1706, lr = 0.0046526102797441, attribute lr =4.6526102797441e-05, average batch_loss = 0.50228038410955, Training Error = 0.23828125
Iteration no. 1707, lr = 0.0046526102797441, attribute lr =4.6526102797441e-05, average batch_loss = 0.55934343470319, Training Error = 0.298828125
Iteration no. 1708, lr = 0.0046526102797441, attribute lr =4.6526102797441e-05, average batch_loss = 0.48408624799465, Training Error = 0.234375
Iteration no. 1709, lr = 0.0046526102797441, attribute lr =4.6526102797441e-05, average batch_loss = 0.48747931037202, Training Error = 0.236328125
Iteration no. 1710, lr = 0.0046526102797441, attribute lr =4.6526102797441e-05, average batch_loss = 0.50690001775292, Training Error = 0.232421875
Iteration no. 1711, lr = 0.0046526102797441, attribute lr =4.6526102797441e-05, average batch_loss = 0.50386754249288, Training Error = 0.2421875
Iteration no. 1712, lr = 0.0046526102797441, attribute lr =4.6526102797441e-05, average batch_loss = 0.52804724924877, Training Error = 0.27734375
Iteration no. 1713, lr = 0.0046526102797441, attribute lr =4.6526102797441e-05, average batch_loss = 0.47752241885521, Training Error = 0.2109375
Iteration no. 1714, lr = 0.0046526102797441, attribute lr =4.6526102797441e-05, average batch_loss = 0.50618860790041, Training Error = 0.275390625
Iteration no. 1715, lr = 0.0046526102797441, attribute lr =4.6526102797441e-05, average batch_loss = 0.51759465245268, Training Error = 0.279296875
Iteration no. 1716, lr = 0.0046526102797441, attribute lr =4.6526102797441e-05, average batch_loss = 0.54578612686294, Training Error = 0.291015625
Iteration no. 1717, lr = 0.0046526102797441, attribute lr =4.6526102797441e-05, average batch_loss = 0.50312763824551, Training Error = 0.240234375
Iteration no. 1718, lr = 0.0046526102797441, attribute lr =4.6526102797441e-05, average batch_loss = 0.5261647159065, Training Error = 0.25
Iteration no. 1719, lr = 0.0046526102797441, attribute lr =4.6526102797441e-05, average batch_loss = 0.48819309236966, Training Error = 0.248046875
Iteration no. 1720, lr = 0.0046526102797441, attribute lr =4.6526102797441e-05, average batch_loss = 0.53753288483061, Training Error = 0.275390625
Iteration no. 1721, lr = 0.0046526102797441, attribute lr =4.6526102797441e-05, average batch_loss = 0.48358524420782, Training Error = 0.2421875
Iteration no. 1722, lr = 0.0046526102797441, attribute lr =4.6526102797441e-05, average batch_loss = 0.49702988547074, Training Error = 0.232421875
Iteration no. 1723, lr = 0.0046526102797441, attribute lr =4.6526102797441e-05, average batch_loss = 0.46722965550763, Training Error = 0.228515625
Iteration no. 1724, lr = 0.0046526102797441, attribute lr =4.6526102797441e-05, average batch_loss = 0.52070716286171, Training Error = 0.26171875
Iteration no. 1725, lr = 0.0046526102797441, attribute lr =4.6526102797441e-05, average batch_loss = 0.52193041314057, Training Error = 0.255859375
Iteration no. 1726, lr = 0.0046526102797441, attribute lr =4.6526102797441e-05, average batch_loss = 0.51207135170727, Training Error = 0.25390625
Iteration no. 1727, lr = 0.0046526102797441, attribute lr =4.6526102797441e-05, average batch_loss = 0.46905228813612, Training Error = 0.232421875
Iteration no. 1728, lr = 0.0046526102797441, attribute lr =4.6526102797441e-05, average batch_loss = 0.4868902679337, Training Error = 0.23046875
Iteration no. 1729, lr = 0.0046526102797441, attribute lr =4.6526102797441e-05, average batch_loss = 0.48650785537712, Training Error = 0.2421875
Iteration no. 1730, lr = 0.0046526102797441, attribute lr =4.6526102797441e-05, average batch_loss = 0.45288093901349, Training Error = 0.220703125
Iteration no. 1731, lr = 0.0046526102797441, attribute lr =4.6526102797441e-05, average batch_loss = 0.5187623799103, Training Error = 0.267578125
Iteration no. 1732, lr = 0.0046526102797441, attribute lr =4.6526102797441e-05, average batch_loss = 0.49781784710141, Training Error = 0.244140625
Iteration no. 1733, lr = 0.0046526102797441, attribute lr =4.6526102797441e-05, average batch_loss = 0.49289365727997, Training Error = 0.255859375
Iteration no. 1734, lr = 0.0046526102797441, attribute lr =4.6526102797441e-05, average batch_loss = 0.47642888899843, Training Error = 0.224609375
Iteration no. 1735, lr = 0.0046526102797441, attribute lr =4.6526102797441e-05, average batch_loss = 0.53304665116689, Training Error = 0.26171875
Iteration no. 1736, lr = 0.0046526102797441, attribute lr =4.6526102797441e-05, average batch_loss = 0.50383984520641, Training Error = 0.265625
Iteration no. 1737, lr = 0.0046526102797441, attribute lr =4.6526102797441e-05, average batch_loss = 0.5213097013561, Training Error = 0.271484375
Iteration no. 1738, lr = 0.0046526102797441, attribute lr =4.6526102797441e-05, average batch_loss = 0.49114576151561, Training Error = 0.244140625
Iteration no. 1739, lr = 0.0046526102797441, attribute lr =4.6526102797441e-05, average batch_loss = 0.47236395651, Training Error = 0.22265625
Iteration no. 1740, lr = 0.0046526102797441, attribute lr =4.6526102797441e-05, average batch_loss = 0.46168115475145, Training Error = 0.22265625
Iteration no. 1741, lr = 0.0046526102797441, attribute lr =4.6526102797441e-05, average batch_loss = 0.50856024535581, Training Error = 0.248046875
Iteration no. 1742, lr = 0.0046526102797441, attribute lr =4.6526102797441e-05, average batch_loss = 0.46619260814771, Training Error = 0.212890625
Iteration no. 1743, lr = 0.0046526102797441, attribute lr =4.6526102797441e-05, average batch_loss = 0.52695462236505, Training Error = 0.291015625
Iteration no. 1744, lr = 0.0046526102797441, attribute lr =4.6526102797441e-05, average batch_loss = 0.48249123923549, Training Error = 0.244140625
