Creating model... done
Training with snapshotting enabled... 
Testing... 
test_loss = 0.75552588701248, test_pred_err = 0.4921875
iter 1, lr: 2, attr_lr: 0, batch_loss: 0.74227534234524, train_err: 0.484375, grad_norm: 0.084692731499672, mem: 6276.236328125
iter 2921, lr: 0.0001220703125, attr_lr: 0, batch_loss: 0.51234792172909, train_err: 0.2734375, grad_norm: 0.45706006884575, mem: 22716.958984375
iter 2922, lr: 0.0001220703125, attr_lr: 0, batch_loss: 0.51679758727551, train_err: 0.265625, grad_norm: 0.40315335988998, mem: 15155.393554688
iter 2923, lr: 0.0001220703125, attr_lr: 0, batch_loss: 0.55970749258995, train_err: 0.3046875, grad_norm: 0.52142024040222, mem: 19164.268554688
iter 2924, lr: 0.0001220703125, attr_lr: 0, batch_loss: 0.56485104560852, train_err: 0.3046875, grad_norm: 0.64137524366379, mem: 24220.03515625
iter 2925, lr: 0.0001220703125, attr_lr: 0, batch_loss: 0.46202111244202, train_err: 0.21875, grad_norm: 0.39588564634323, mem: 16661.529296875
iter 2926, lr: 0.0001220703125, attr_lr: 0, batch_loss: 0.59164172410965, train_err: 0.3359375, grad_norm: 0.45770666003227, mem: 22926.692382812
iter 2927, lr: 0.0001220703125, attr_lr: 0, batch_loss: 0.46023133397102, train_err: 0.1953125, grad_norm: 0.42510980367661, mem: 13485.390625
iter 2928, lr: 0.0001220703125, attr_lr: 0, batch_loss: 0.47354580461979, train_err: 0.2265625, grad_norm: 0.43137001991272, mem: 18551.181640625
iter 2929, lr: 0.0001220703125, attr_lr: 0, batch_loss: 0.58669391274452, train_err: 0.3203125, grad_norm: 0.53957635164261, mem: 22925.606445312
iter 2930, lr: 0.0001220703125, attr_lr: 0, batch_loss: 0.49659706652164, train_err: 0.2421875, grad_norm: 0.42050406336784, mem: 15361.791015625
iter 2931, lr: 0.0001220703125, attr_lr: 0, batch_loss: 0.55659998953342, train_err: 0.3125, grad_norm: 0.4950570166111, mem: 20444.225585938
iter 2932, lr: 0.0001220703125, attr_lr: 0, batch_loss: 0.44641202688217, train_err: 0.234375, grad_norm: 0.30333358049393, mem: 12881.700195312
iter 2933, lr: 0.0001220703125, attr_lr: 0, batch_loss: 0.49838563799858, train_err: 0.265625, grad_norm: 0.48918700218201, mem: 19142.315429688
iter 2934, lr: 0.0001220703125, attr_lr: 0, batch_loss: 0.4652214050293, train_err: 0.2265625, grad_norm: 0.41918456554413, mem: 22337.044921875
iter 2935, lr: 0.0001220703125, attr_lr: 0, batch_loss: 0.47511178255081, train_err: 0.2265625, grad_norm: 0.44332763552666, mem: 14771.512695312
iter 2936, lr: 0.0001220703125, attr_lr: 0, batch_loss: 0.49054348468781, train_err: 0.2421875, grad_norm: 0.39980033040047, mem: 21037.202148438
iter 2937, lr: 0.0001220703125, attr_lr: 0, batch_loss: 0.55590987205505, train_err: 0.2734375, grad_norm: 0.52662962675095, mem: 13472.8984375
iter 2938, lr: 0.0001220703125, attr_lr: 0, batch_loss: 0.52568399906158, train_err: 0.25, grad_norm: 0.32664901018143, mem: 18551.197265625
iter 2939, lr: 0.0001220703125, attr_lr: 0, batch_loss: 0.55568531155586, train_err: 0.25, grad_norm: 0.46343451738358, mem: 24806.518554688
iter 2940, lr: 0.0001220703125, attr_lr: 0, batch_loss: 0.52799764275551, train_err: 0.3046875, grad_norm: 0.48892080783844, mem: 18551.197265625
iter 2941, lr: 0.0001220703125, attr_lr: 0, batch_loss: 0.54451340436935, train_err: 0.3046875, grad_norm: 0.42829364538193, mem: 24806.5390625
iter 2942, lr: 0.0001220703125, attr_lr: 0, batch_loss: 0.57046288251877, train_err: 0.3203125, grad_norm: 0.47505840659142, mem: 16661.177734375
iter 2943, lr: 0.0001220703125, attr_lr: 0, batch_loss: 0.51933521032333, train_err: 0.234375, grad_norm: 0.36658364534378, mem: 22926.840820312
iter 2944, lr: 0.0001220703125, attr_lr: 0, batch_loss: 0.45368835330009, train_err: 0.21875, grad_norm: 0.47729313373566, mem: 15360.181640625
iter 2945, lr: 0.0001220703125, attr_lr: 0, batch_loss: 0.52841433882713, train_err: 0.296875, grad_norm: 0.40515094995499, mem: 20443.850585938
iter 2946, lr: 0.0001220703125, attr_lr: 0, batch_loss: 0.47249436378479, train_err: 0.25, grad_norm: 0.38717037439346, mem: 24223.18359375
iter 2947, lr: 0.0001220703125, attr_lr: 0, batch_loss: 0.50662231445312, train_err: 0.2890625, grad_norm: 0.46058860421181, mem: 16662.521484375
iter 2948, lr: 0.0001220703125, attr_lr: 0, batch_loss: 0.50004291534424, train_err: 0.2109375, grad_norm: 0.36937689781189, mem: 22929.043945312
iter 2949, lr: 0.0001220703125, attr_lr: 0, batch_loss: 0.52993184328079, train_err: 0.2734375, grad_norm: 0.55729466676712, mem: 15363.884765625
iter 2950, lr: 0.0001220703125, attr_lr: 0, batch_loss: 0.42535951733589, train_err: 0.21875, grad_norm: 0.41065642237663, mem: 20442.889648438
Testing... 
test_loss = 0.30200365185738, test_pred_err = 0.09375
iter 2951, lr: 0.0001220703125, attr_lr: 0, batch_loss: 0.48551905155182, train_err: 0.2265625, grad_norm: 0.39903274178505, mem: 20739.564453125
iter 2952, lr: 0.0001220703125, attr_lr: 0, batch_loss: 0.497055798769, train_err: 0.3046875, grad_norm: 0.38849657773972, mem: 14394.934570312
iter 2953, lr: 0.0001220703125, attr_lr: 0, batch_loss: 0.53505554795265, train_err: 0.28125, grad_norm: 0.4983871281147, mem: 21036.967773438
iter 2954, lr: 0.0001220703125, attr_lr: 0, batch_loss: 0.50115180015564, train_err: 0.2578125, grad_norm: 0.4399416744709, mem: 13472.1328125
iter 2955, lr: 0.0001220703125, attr_lr: 0, batch_loss: 0.46540921926498, train_err: 0.203125, grad_norm: 0.46007859706879, mem: 18553.759765625
iter 2956, lr: 0.0001220703125, attr_lr: 0, batch_loss: 0.49884355068207, train_err: 0.2578125, grad_norm: 0.44506707787514, mem: 22339.498046875
iter 2957, lr: 0.0001220703125, attr_lr: 0, batch_loss: 0.6022784113884, train_err: 0.3359375, grad_norm: 0.50327134132385, mem: 14773.168945312
iter 2958, lr: 0.0001220703125, attr_lr: 0, batch_loss: 0.54951900243759, train_err: 0.34375, grad_norm: 0.37654826045036, mem: 21037.241210938
iter 2959, lr: 0.0001220703125, attr_lr: 0, batch_loss: 0.51276260614395, train_err: 0.265625, grad_norm: 0.41054147481918, mem: 13472.8984375
iter 2960, lr: 0.0001220703125, attr_lr: 0, batch_loss: 0.48471114039421, train_err: 0.25, grad_norm: 0.407475233078, mem: 16660.365234375
iter 2961, lr: 0.0001220703125, attr_lr: 0, batch_loss: 0.53087584674358, train_err: 0.21875, grad_norm: 0.44034051895142, mem: 21036.936523438
iter 2962, lr: 0.0001220703125, attr_lr: 0, batch_loss: 0.51581281423569, train_err: 0.265625, grad_norm: 0.40839347243309, mem: 13472.1328125
iter 2963, lr: 0.0001220703125, attr_lr: 0, batch_loss: 0.49093309044838, train_err: 0.2578125, grad_norm: 0.45361587405205, mem: 17804.755859375
iter 2964, lr: 0.0001220703125, attr_lr: 0, batch_loss: 0.54836332798004, train_err: 0.328125, grad_norm: 0.48757684230804, mem: 24223.21484375
iter 2965, lr: 0.0001220703125, attr_lr: 0, batch_loss: 0.610297113657, train_err: 0.3125, grad_norm: 0.45451080799103, mem: 16661.537109375
iter 2966, lr: 0.0001220703125, attr_lr: 0, batch_loss: 0.51591746509075, train_err: 0.296875, grad_norm: 0.45182093977928, mem: 22926.700195312
iter 2967, lr: 0.0001220703125, attr_lr: 0, batch_loss: 0.51739431917667, train_err: 0.2578125, grad_norm: 0.39894452691078, mem: 15360.447265625
iter 2968, lr: 0.0001220703125, attr_lr: 0, batch_loss: 0.55696421861649, train_err: 0.328125, grad_norm: 0.49627968668938, mem: 20444.100585938
iter 2969, lr: 0.0001220703125, attr_lr: 0, batch_loss: 0.43980124592781, train_err: 0.1875, grad_norm: 0.39335626363754, mem: 12881.575195312
iter 2970, lr: 0.0001220703125, attr_lr: 0, batch_loss: 0.50797176361084, train_err: 0.265625, grad_norm: 0.41299304366112, mem: 16661.677734375
iter 2971, lr: 0.0001220703125, attr_lr: 0, batch_loss: 0.51591181755066, train_err: 0.2578125, grad_norm: 0.41837024688721, mem: 22925.622070312
iter 2972, lr: 0.0001220703125, attr_lr: 0, batch_loss: 0.51184457540512, train_err: 0.28125, grad_norm: 0.40369975566864, mem: 15361.806640625
iter 2973, lr: 0.0001220703125, attr_lr: 0, batch_loss: 0.52477580308914, train_err: 0.296875, grad_norm: 0.49679601192474, mem: 20442.600585938
iter 2974, lr: 0.0001220703125, attr_lr: 0, batch_loss: 0.50005847215652, train_err: 0.2265625, grad_norm: 0.42292273044586, mem: 24806.518554688
iter 2975, lr: 0.0001220703125, attr_lr: 0, batch_loss: 0.44528922438622, train_err: 0.21875, grad_norm: 0.37444788217545, mem: 18551.197265625
iter 2976, lr: 0.0001220703125, attr_lr: 0, batch_loss: 0.54143978655338, train_err: 0.265625, grad_norm: 0.46872064471245, mem: 24806.5390625
iter 2977, lr: 0.0001220703125, attr_lr: 0, batch_loss: 0.57624840736389, train_err: 0.3203125, grad_norm: 0.44370505213737, mem: 18384.8203125
iter 2978, lr: 0.0001220703125, attr_lr: 0, batch_loss: 0.57299119234085, train_err: 0.2734375, grad_norm: 0.50915002822876, mem: 22151.12890625
iter 2979, lr: 0.0001220703125, attr_lr: 0, batch_loss: 0.45993295311928, train_err: 0.2109375, grad_norm: 0.34925907850266, mem: 14564.127929688
iter 2980, lr: 0.0001220703125, attr_lr: 0, batch_loss: 0.42092874646187, train_err: 0.1875, grad_norm: 0.3710161447525, mem: 20828.819335938
iter 2981, lr: 0.0001220703125, attr_lr: 0, batch_loss: 0.55879884958267, train_err: 0.265625, grad_norm: 0.50588762760162, mem: 13264.130859375
iter 2982, lr: 0.0001220703125, attr_lr: 0, batch_loss: 0.5756656229496, train_err: 0.3515625, grad_norm: 0.49134826660156, mem: 17308.522460938
iter 2983, lr: 0.0001220703125, attr_lr: 0, batch_loss: 0.48793324828148, train_err: 0.25, grad_norm: 0.4694601893425, mem: 22131.327148438
iter 2984, lr: 0.0001220703125, attr_lr: 0, batch_loss: 0.4774175286293, train_err: 0.2734375, grad_norm: 0.42110449075699, mem: 12681.563476562
iter 2985, lr: 0.0001220703125, attr_lr: 0, batch_loss: 0.49977195262909, train_err: 0.25, grad_norm: 0.38278147578239, mem: 17052.3515625
iter 2986, lr: 0.0001220703125, attr_lr: 0, batch_loss: 0.47522006928921, train_err: 0.296875, grad_norm: 0.41705965995789, mem: 22131.706054688
iter 2987, lr: 0.0001220703125, attr_lr: 0, batch_loss: 0.54787856340408, train_err: 0.265625, grad_norm: 0.54205566644669, mem: 14565.981445312
iter 2988, lr: 0.0001220703125, attr_lr: 0, batch_loss: 0.52356730401516, train_err: 0.234375, grad_norm: 0.46468365192413, mem: 20829.567382812
iter 2989, lr: 0.0001220703125, attr_lr: 0, batch_loss: 0.56514498591423, train_err: 0.3125, grad_norm: 0.54763001203537, mem: 13264.8828125
iter 2990, lr: 0.0001220703125, attr_lr: 0, batch_loss: 0.52106487751007, train_err: 0.296875, grad_norm: 0.46457237005234, mem: 18347.232421875
iter 2991, lr: 0.0001220703125, attr_lr: 0, batch_loss: 0.52530038356781, train_err: 0.2890625, grad_norm: 0.45204192399979, mem: 22734.475585938
iter 2992, lr: 0.0001220703125, attr_lr: 0, batch_loss: 0.48741839826107, train_err: 0.2421875, grad_norm: 0.37991580367088, mem: 15152.392578125
iter 2993, lr: 0.0001220703125, attr_lr: 0, batch_loss: 0.49466162919998, train_err: 0.296875, grad_norm: 0.4217317700386, mem: 20237.327148438
iter 2994, lr: 0.0001220703125, attr_lr: 0, batch_loss: 0.5302366912365, train_err: 0.265625, grad_norm: 0.45833006501198, mem: 24015.008789062
iter 2995, lr: 0.0001220703125, attr_lr: 0, batch_loss: 0.41692543029785, train_err: 0.1875, grad_norm: 0.40416839718819, mem: 16456.2890625
iter 2996, lr: 0.0001220703125, attr_lr: 0, batch_loss: 0.44499596953392, train_err: 0.1875, grad_norm: 0.41061246395111, mem: 20831.381835938
iter 2997, lr: 0.0001220703125, attr_lr: 0, batch_loss: 0.47705635428429, train_err: 0.234375, grad_norm: 0.44072651863098, mem: 13267.18359375
iter 2998, lr: 0.0001220703125, attr_lr: 0, batch_loss: 0.50228264927864, train_err: 0.2578125, grad_norm: 0.43258672952652, mem: 16455.80078125
iter 2999, lr: 0.0001220703125, attr_lr: 0, batch_loss: 0.4872178286314, train_err: 0.2578125, grad_norm: 0.5089339017868, mem: 20826.682617188
iter 3000, lr: 0.0001220703125, attr_lr: 0, batch_loss: 0.46768629550934, train_err: 0.203125, grad_norm: 0.39956411719322, mem: 24014.009765625
Testing... 
test_loss = 0.30164182186127, test_pred_err = 0.0703125
Snapshotting C_model... done
iter 3001, lr: 6.103515625e-05, attr_lr: 0, batch_loss: 0.52684199810028, train_err: 0.2421875, grad_norm: 0.33911180496216, mem: 14974.987304688
iter 3002, lr: 6.103515625e-05, attr_lr: 0, batch_loss: 0.55938428640366, train_err: 0.2890625, grad_norm: 0.40849786996841, mem: 16900.077148438
iter 3003, lr: 6.103515625e-05, attr_lr: 0, batch_loss: 0.4883619248867, train_err: 0.2734375, grad_norm: 0.39892339706421, mem: 21969.091796875
iter 3004, lr: 6.103515625e-05, attr_lr: 0, batch_loss: 0.47837889194489, train_err: 0.21875, grad_norm: 0.39226913452148, mem: 13266.749023438
iter 3005, lr: 6.103515625e-05, attr_lr: 0, batch_loss: 0.48137408494949, train_err: 0.25, grad_norm: 0.38247635960579, mem: 18347.696289062
iter 3006, lr: 6.103515625e-05, attr_lr: 0, batch_loss: 0.49476698040962, train_err: 0.265625, grad_norm: 0.47891560196877, mem: 20238.85546875
iter 3007, lr: 6.103515625e-05, attr_lr: 0, batch_loss: 0.50343710184097, train_err: 0.234375, grad_norm: 0.43789505958557, mem: 12677.162109375
iter 3008, lr: 6.103515625e-05, attr_lr: 0, batch_loss: 0.53124195337296, train_err: 0.265625, grad_norm: 0.37739020586014, mem: 18932.201171875
iter 3009, lr: 6.103515625e-05, attr_lr: 0, batch_loss: 0.56884968280792, train_err: 0.2890625, grad_norm: 0.46145474910736, mem: 24015.162109375
iter 3010, lr: 6.103515625e-05, attr_lr: 0, batch_loss: 0.55136102437973, train_err: 0.265625, grad_norm: 0.48488131165504, mem: 16456.854492188
iter 3011, lr: 6.103515625e-05, attr_lr: 0, batch_loss: 0.51794809103012, train_err: 0.2890625, grad_norm: 0.4157842695713, mem: 22716.682617188
iter 3012, lr: 6.103515625e-05, attr_lr: 0, batch_loss: 0.49307422339916, train_err: 0.296875, grad_norm: 0.3868622481823, mem: 13263.538085938
iter 3013, lr: 6.103515625e-05, attr_lr: 0, batch_loss: 0.55647975206375, train_err: 0.2734375, grad_norm: 0.50755596160889, mem: 17043.883789062
iter 3014, lr: 6.103515625e-05, attr_lr: 0, batch_loss: 0.55531871318817, train_err: 0.3046875, grad_norm: 0.54727107286453, mem: 22129.599609375
iter 3015, lr: 6.103515625e-05, attr_lr: 0, batch_loss: 0.5446994304657, train_err: 0.3203125, grad_norm: 0.36988151073456, mem: 14562.341796875
iter 3016, lr: 6.103515625e-05, attr_lr: 0, batch_loss: 0.46724863350391, train_err: 0.203125, grad_norm: 0.39663332700729, mem: 20832.3359375
iter 3017, lr: 6.103515625e-05, attr_lr: 0, batch_loss: 0.48034086823463, train_err: 0.25, grad_norm: 0.37863516807556, mem: 13265.3203125
iter 3018, lr: 6.103515625e-05, attr_lr: 0, batch_loss: 0.51732984185219, train_err: 0.2578125, grad_norm: 0.41297075152397, mem: 18347.325195312
iter 3019, lr: 6.103515625e-05, attr_lr: 0, batch_loss: 0.49225050210953, train_err: 0.2421875, grad_norm: 0.44253876805305, mem: 24604.314453125
iter 3020, lr: 6.103515625e-05, attr_lr: 0, batch_loss: 0.51108253002167, train_err: 0.28125, grad_norm: 0.3424419760704, mem: 16455.833984375
iter 3021, lr: 6.103515625e-05, attr_lr: 0, batch_loss: 0.50783812999725, train_err: 0.28125, grad_norm: 0.54286628961563, mem: 20828.311523438
iter 3022, lr: 6.103515625e-05, attr_lr: 0, batch_loss: 0.49725461006165, train_err: 0.2421875, grad_norm: 0.40514788031578, mem: 13262.009765625
iter 3023, lr: 6.103515625e-05, attr_lr: 0, batch_loss: 0.45559906959534, train_err: 0.203125, grad_norm: 0.4272275865078, mem: 18345.61328125
iter 3024, lr: 6.103515625e-05, attr_lr: 0, batch_loss: 0.51319724321365, train_err: 0.234375, grad_norm: 0.44866454601288, mem: 24599.16796875
iter 3025, lr: 6.103515625e-05, attr_lr: 0, batch_loss: 0.52631029486656, train_err: 0.265625, grad_norm: 0.416419506073, mem: 14564.588867188
iter 3026, lr: 6.103515625e-05, attr_lr: 0, batch_loss: 0.53726682066917, train_err: 0.296875, grad_norm: 0.47363284230232, mem: 18956.541992188
iter 3027, lr: 6.103515625e-05, attr_lr: 0, batch_loss: 0.53829550743103, train_err: 0.25, grad_norm: 0.42420315742493, mem: 22130.158203125
iter 3028, lr: 6.103515625e-05, attr_lr: 0, batch_loss: 0.46893718838692, train_err: 0.234375, grad_norm: 0.42602550983429, mem: 14568.350585938
iter 3029, lr: 6.103515625e-05, attr_lr: 0, batch_loss: 0.55747842788696, train_err: 0.3203125, grad_norm: 0.44822037220001, mem: 20826.991210938
iter 3030, lr: 6.103515625e-05, attr_lr: 0, batch_loss: 0.50504346191883, train_err: 0.265625, grad_norm: 0.37175554037094, mem: 13262.948242188
iter 3031, lr: 6.103515625e-05, attr_lr: 0, batch_loss: 0.51913625001907, train_err: 0.28125, grad_norm: 0.41923063993454, mem: 18346.086914062
iter 3032, lr: 6.103515625e-05, attr_lr: 0, batch_loss: 0.44814097881317, train_err: 0.2265625, grad_norm: 0.39600840210915, mem: 22718.275390625
iter 3033, lr: 6.103515625e-05, attr_lr: 0, batch_loss: 0.48454621434212, train_err: 0.296875, grad_norm: 0.29955747723579, mem: 15152.075195312
iter 3034, lr: 6.103515625e-05, attr_lr: 0, batch_loss: 0.45488479733467, train_err: 0.2421875, grad_norm: 0.39500898122787, mem: 18347.391601562
iter 3035, lr: 6.103515625e-05, attr_lr: 0, batch_loss: 0.50302454829216, train_err: 0.2578125, grad_norm: 0.48152756690979, mem: 24597.955078125
iter 3036, lr: 6.103515625e-05, attr_lr: 0, batch_loss: 0.52099961042404, train_err: 0.25, grad_norm: 0.41701599955559, mem: 16457.950195312
iter 3037, lr: 6.103515625e-05, attr_lr: 0, batch_loss: 0.47451519966125, train_err: 0.2578125, grad_norm: 0.45410552620888, mem: 22717.814453125
iter 3038, lr: 6.103515625e-05, attr_lr: 0, batch_loss: 0.47310537099838, train_err: 0.2734375, grad_norm: 0.34939327836037, mem: 15155.981445312
iter 3039, lr: 6.103515625e-05, attr_lr: 0, batch_loss: 0.49873492121696, train_err: 0.296875, grad_norm: 0.45967137813568, mem: 20237.623046875
iter 3040, lr: 6.103515625e-05, attr_lr: 0, batch_loss: 0.51079633831978, train_err: 0.2578125, grad_norm: 0.43248867988586, mem: 13105.56640625
iter 3041, lr: 6.103515625e-05, attr_lr: 0, batch_loss: 0.4480162858963, train_err: 0.2109375, grad_norm: 0.44931733608246, mem: 18932.2109375
iter 3042, lr: 6.103515625e-05, attr_lr: 0, batch_loss: 0.51074287295341, train_err: 0.3203125, grad_norm: 0.46819141507149, mem: 24014.692382812
iter 3043, lr: 6.103515625e-05, attr_lr: 0, batch_loss: 0.49621787667274, train_err: 0.25, grad_norm: 0.44296762347221, mem: 16454.959960938
iter 3044, lr: 6.103515625e-05, attr_lr: 0, batch_loss: 0.52484267950058, train_err: 0.34375, grad_norm: 0.42864507436752, mem: 22715.87109375
iter 3045, lr: 6.103515625e-05, attr_lr: 0, batch_loss: 0.58553211390972, train_err: 0.3359375, grad_norm: 0.43996602296829, mem: 15152.989257812
iter 3046, lr: 6.103515625e-05, attr_lr: 0, batch_loss: 0.57773688435555, train_err: 0.3046875, grad_norm: 0.37660107016563, mem: 20235.1328125
iter 3047, lr: 6.103515625e-05, attr_lr: 0, batch_loss: 0.61353558301926, train_err: 0.328125, grad_norm: 0.56577908992767, mem: 12677.2734375
iter 3048, lr: 6.103515625e-05, attr_lr: 0, batch_loss: 0.57597702741623, train_err: 0.3359375, grad_norm: 0.54174292087555, mem: 18932.377929688
iter 3049, lr: 6.103515625e-05, attr_lr: 0, batch_loss: 0.46828843653202, train_err: 0.2265625, grad_norm: 0.42046076059341, mem: 24014.916015625
iter 3050, lr: 6.103515625e-05, attr_lr: 0, batch_loss: 0.46899372339249, train_err: 0.2578125, grad_norm: 0.425955504179, mem: 16454.92578125
Testing... 
test_loss = 0.35531264543533, test_pred_err = 0.1171875
iter 3051, lr: 6.103515625e-05, attr_lr: 0, batch_loss: 0.55786535143852, train_err: 0.3125, grad_norm: 0.48001393675804, mem: 16891.608398438
iter 3052, lr: 6.103515625e-05, attr_lr: 0, batch_loss: 0.5391960144043, train_err: 0.265625, grad_norm: 0.43349274992943, mem: 23193.259765625
iter 3053, lr: 6.103515625e-05, attr_lr: 0, batch_loss: 0.53541120886803, train_err: 0.2890625, grad_norm: 0.50174260139465, mem: 15154.81640625
iter 3054, lr: 6.103515625e-05, attr_lr: 0, batch_loss: 0.42649541795254, train_err: 0.2265625, grad_norm: 0.39090052247047, mem: 20237.250976562
iter 3055, lr: 6.103515625e-05, attr_lr: 0, batch_loss: 0.50566264986992, train_err: 0.2578125, grad_norm: 0.34795677661896, mem: 12676.534179688
iter 3056, lr: 6.103515625e-05, attr_lr: 0, batch_loss: 0.59512451291084, train_err: 0.3203125, grad_norm: 0.60580170154572, mem: 18933.784179688
iter 3057, lr: 6.103515625e-05, attr_lr: 0, batch_loss: 0.51978415250778, train_err: 0.234375, grad_norm: 0.41464921832085, mem: 24016.42578125
iter 3058, lr: 6.103515625e-05, attr_lr: 0, batch_loss: 0.51075208187103, train_err: 0.234375, grad_norm: 0.45518028736115, mem: 16457.095703125
iter 3059, lr: 6.103515625e-05, attr_lr: 0, batch_loss: 0.49107865989208, train_err: 0.2890625, grad_norm: 0.37185224890709, mem: 22718.668945312
iter 3060, lr: 6.103515625e-05, attr_lr: 0, batch_loss: 0.49439567327499, train_err: 0.3203125, grad_norm: 0.39961302280426, mem: 15155.142578125
iter 3061, lr: 6.103515625e-05, attr_lr: 0, batch_loss: 0.52756747603416, train_err: 0.2734375, grad_norm: 0.53544038534164, mem: 20236.565429688
iter 3062, lr: 6.103515625e-05, attr_lr: 0, batch_loss: 0.56529581546783, train_err: 0.3203125, grad_norm: 0.49954417347908, mem: 12676.364257812
iter 3063, lr: 6.103515625e-05, attr_lr: 0, batch_loss: 0.55298954248428, train_err: 0.3125, grad_norm: 0.44319742918015, mem: 18932.622070312
iter 3064, lr: 6.103515625e-05, attr_lr: 0, batch_loss: 0.45889234542847, train_err: 0.2421875, grad_norm: 0.37172415852547, mem: 22132.790039062
iter 3065, lr: 6.103515625e-05, attr_lr: 0, batch_loss: 0.46023927628994, train_err: 0.2109375, grad_norm: 0.31772962212563, mem: 14563.883789062
iter 3066, lr: 6.103515625e-05, attr_lr: 0, batch_loss: 0.54933208227158, train_err: 0.3046875, grad_norm: 0.52876514196396, mem: 20826.140625
iter 3067, lr: 6.103515625e-05, attr_lr: 0, batch_loss: 0.51010048389435, train_err: 0.28125, grad_norm: 0.50406807661057, mem: 13262.819335938
iter 3068, lr: 6.103515625e-05, attr_lr: 0, batch_loss: 0.52108204364777, train_err: 0.2578125, grad_norm: 0.51149594783783, mem: 18347.58203125
iter 3069, lr: 6.103515625e-05, attr_lr: 0, batch_loss: 0.4957349896431, train_err: 0.2421875, grad_norm: 0.44915208220482, mem: 22717.565429688
iter 3070, lr: 6.103515625e-05, attr_lr: 0, batch_loss: 0.52963444590569, train_err: 0.265625, grad_norm: 0.3939533829689, mem: 15154.82421875
iter 3071, lr: 6.103515625e-05, attr_lr: 0, batch_loss: 0.48828563094139, train_err: 0.2265625, grad_norm: 0.40605157613754, mem: 20234.866210938
iter 3072, lr: 6.103515625e-05, attr_lr: 0, batch_loss: 0.48698085546494, train_err: 0.25, grad_norm: 0.34325775504112, mem: 12677.381835938
iter 3073, lr: 6.103515625e-05, attr_lr: 0, batch_loss: 0.48432220518589, train_err: 0.265625, grad_norm: 0.45178121328354, mem: 18933.243164062
iter 3074, lr: 6.103515625e-05, attr_lr: 0, batch_loss: 0.54756152629852, train_err: 0.296875, grad_norm: 0.48902156949043, mem: 24014.926757812
iter 3075, lr: 6.103515625e-05, attr_lr: 0, batch_loss: 0.49485141038895, train_err: 0.2578125, grad_norm: 0.46006369590759, mem: 16456.275390625
iter 3076, lr: 6.103515625e-05, attr_lr: 0, batch_loss: 0.52088248729706, train_err: 0.2265625, grad_norm: 0.4263750910759, mem: 22717.727539062
iter 3077, lr: 6.103515625e-05, attr_lr: 0, batch_loss: 0.52682492136955, train_err: 0.3125, grad_norm: 0.49112442135811, mem: 15152.265625
iter 3078, lr: 6.103515625e-05, attr_lr: 0, batch_loss: 0.5129309296608, train_err: 0.28125, grad_norm: 0.39731109142303, mem: 20237.668945312
iter 3079, lr: 6.103515625e-05, attr_lr: 0, batch_loss: 0.5145583152771, train_err: 0.3125, grad_norm: 0.53482919931412, mem: 12676.602539062
iter 3080, lr: 6.103515625e-05, attr_lr: 0, batch_loss: 0.52766355872154, train_err: 0.328125, grad_norm: 0.45681717991829, mem: 18933.221679688
iter 3081, lr: 6.103515625e-05, attr_lr: 0, batch_loss: 0.55759507417679, train_err: 0.265625, grad_norm: 0.49730023741722, mem: 22716.155273438
iter 3082, lr: 6.103515625e-05, attr_lr: 0, batch_loss: 0.57774573564529, train_err: 0.3203125, grad_norm: 0.44651710987091, mem: 15152.2890625
iter 3083, lr: 6.103515625e-05, attr_lr: 0, batch_loss: 0.59950360655785, train_err: 0.296875, grad_norm: 0.44315919280052, mem: 20242.119140625
iter 3084, lr: 6.103515625e-05, attr_lr: 0, batch_loss: 0.49720743298531, train_err: 0.265625, grad_norm: 0.42808538675308, mem: 12678.46875
iter 3085, lr: 6.103515625e-05, attr_lr: 0, batch_loss: 0.45989528298378, train_err: 0.2109375, grad_norm: 0.33139991760254, mem: 16457.930664062
iter 3086, lr: 6.103515625e-05, attr_lr: 0, batch_loss: 0.5641878247261, train_err: 0.296875, grad_norm: 0.44159165024757, mem: 22716.067382812
iter 3087, lr: 6.103515625e-05, attr_lr: 0, batch_loss: 0.51849073171616, train_err: 0.28125, grad_norm: 0.4917351603508, mem: 14563.9296875
iter 3088, lr: 6.103515625e-05, attr_lr: 0, batch_loss: 0.56279629468918, train_err: 0.2734375, grad_norm: 0.52611237764359, mem: 20826.151367188
iter 3089, lr: 6.103515625e-05, attr_lr: 0, batch_loss: 0.54153010249138, train_err: 0.296875, grad_norm: 0.46348008513451, mem: 13263.620117188
iter 3090, lr: 6.103515625e-05, attr_lr: 0, batch_loss: 0.50005063414574, train_err: 0.28125, grad_norm: 0.44831585884094, mem: 16477.499023438
iter 3091, lr: 6.103515625e-05, attr_lr: 0, batch_loss: 0.50087636709213, train_err: 0.2265625, grad_norm: 0.46062096953392, mem: 22717.255859375
iter 3092, lr: 6.103515625e-05, attr_lr: 0, batch_loss: 0.48560039699078, train_err: 0.2265625, grad_norm: 0.41455939412117, mem: 15153.625976562
iter 3093, lr: 6.103515625e-05, attr_lr: 0, batch_loss: 0.52753739058971, train_err: 0.2890625, grad_norm: 0.4246199131012, mem: 20238.529296875
iter 3094, lr: 6.103515625e-05, attr_lr: 0, batch_loss: 0.57293555140495, train_err: 0.3125, grad_norm: 0.45455381274223, mem: 12676.6484375
